0	1	1			
0	10	500000	1	40	120
0	11	500000	1	40	120
0	11.2	500000	1	40	120
0	11.4	500000	1	40	120
0	11.6	500000	1	40	120
0	11.8	500000	1	40	120
0	12	500000	1	40	120
0	12.2	500000	1	40	120
0	12.4	500000	1	40	120
0	12.6	500000	1	40	120
0	12.8	500000	1	40	120
0	13	500000	1	40	120
0	13.2	500000	1	40	120
0	13.4	500000	1	40	120
0	13.6	500000	1	40	120
0	13.8	500000	1	40	120
0	14	500000	1	40	120
0	14.2	500000	1	40	120
0	14.4	500000	1	40	120
0	14.6	500000	1	40	120
0	14.8	500000	1	40	120
0	15	500000	1	40	120

