0	1	1			
0	-10	1000000	1	40	120
0	-9	1000000	1	40	120
0	-8	1000000	1	40	120
0	-7	1000000	1	40	120
0	-6	1000000	1	40	120
0	-5	1000000	1	40	120
0	-4	1000000	1	40	120
0	-3	1000000	1	40	120
0	-2	1000000	1	40	120
0	-1	1000000	1	40	120
0	0	1000000	1	40	120
0	1	1000000	1	40	120
0	2	1000000	1	40	120
0	3	1000000	1	40	120
0	4	1000000	1	40	120
0	5	1000000	1	40	120
0	6	1000000	1	40	120
0	7	1000000	1	40	120
0	8	1000000	1	40	120
0	9	1000000	1	40	120
0	10	1000000	1	40	120
0	11	1000000	1	40	120
0	11.2	1000000	1	40	120
0	11.4	1000000	1	40	120
0	11.6	1000000	1	40	120
0	11.8	1000000	1	40	120
0	12	1000000	1	40	120
0	12.2	1000000	1	40	120
0	12.4	1000000	1	40	120
0	12.6	1000000	1	40	120
0	12.8	1000000	1	40	120
0	13	1000000	1	40	120
0	13.2	1000000	1	40	120
0	13.4	1000000	1	40	120
0	13.6	1000000	1	40	120
0	13.8	1000000	1	40	120
0	14	1000000	1	40	120
0	14.2	1000000	1	40	120
0	14.4	1000000	1	40	120
0	14.6	1000000	1	40	120
0	14.8	1000000	1	40	120
0	15	1000000	1	40	120
0	16	1000000	1	40	120
0	17	1000000	1	40	120
0	18	1000000	1	40	120
0	19	1000000	1	40	120
0	20	1000000	1	40	120
0	21	1000000	1	40	120
0	22	1000000	1	40	120
0	23	1000000	1	40	120
