0	1	1			
0	10	1000000	1	40	120
0	11	1000000	1	40	120
0	11.2	1000000	1	40	120
0	11.4	1000000	1	40	120
0	11.6	1000000	1	40	120
0	11.8	1000000	1	40	120
0	12	1000000	1	40	120
0	12.2	1000000	1	40	120
0	12.4	1000000	1	40	120
0	12.6	1000000	1	40	120
0	12.8	1000000	1	40	120
0	13	1000000	1	40	120
0	13.2	1000000	1	40	120
0	13.4	1000000	1	40	120
0	13.6	1000000	1	40	120
0	13.8	1000000	1	40	120
0	14	1000000	1	40	120
0	14.2	1000000	1	40	120
0	14.4	1000000	1	40	120
0	14.6	1000000	1	40	120
0	14.8	1000000	1	40	120
0	15	1000000	1	40	120

