   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16	 Cpwu_01	 Cpwu_02	 Cpwu_03	 Cpwu_04	 Cpwu_05	 Cpwu_06	 Cpwu_07	 Cpwu_08	 Cpwu_09	 Cpwu_10	 Cpwu_11	 Cpwu_12	 Cpwu_13	 Cpwu_14	 Cpwu_15	 Cpwu_16	 Cpwu_17	 Cpwu_18	 Cpwu_19	 Cpwu_20	 Cpwu_21	 Cpwu_22	 Cpwl_01	 Cpwl_02	 Cpwl_03	 Cpwl_04	 Cpwl_05	 Cpwl_06	 Cpwl_07	 Cpwl_08	 Cpwl_09	 Cpwl_10	 Cpwl_11	 Cpwl_12	 Cpwl_13	 Cpwl_14	 Cpwl_15	 Cpwl_16	 Cpwl_17	 Cpwl_18	 Cpwl_19	 Cpwl_20	 Cpwl_21	 Cpwl_22
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00
       1	  -9.997	     NaN	     NaN	     NaN	0.145777	 -0.2938	     NaN	     NaN	   78.05	   0.000	5.064E+5	   0.043	  132.48	   14.84	    56.8	 1025.17	   23.74	 1.00000	 1.00000	 1.00000	 1.00000	 0.97751	 0.96355	 0.94243	 0.91589	 0.86591	 0.82494	 0.79421	 0.76071	 0.76303	 0.70992	 0.68515	 0.65017	 0.62844	 0.61355	 0.59165	 0.59159	 0.58691	 0.55089	 0.57490	 0.54829	 0.55133	 0.55553	 0.54039	 0.53631	 0.54930	 0.53212	 0.53586	 0.53894	 0.53847	 0.53428	 0.54240	 0.54088	 0.54756	 0.54932	 0.55544	 0.56188	 0.57465	 0.57985	 0.58628	 0.59603	 0.60732	 0.61646	 0.63961	 0.63815	 0.65009	 0.65928	 0.68920	 0.70660	 0.72790	 0.75628	 0.78121	 0.80195	 0.83140	 0.85104	 0.88530	 0.91974	 0.94413	 0.96960	 0.98459	 1.00000	 1.00000	 1.00000	 1.00000	-0.03581	-0.03731	-0.06555	-0.12737	-0.16092	-0.17405	-0.18071	-0.16477	-0.15969	-0.14421	-0.12673	-0.11208	-0.08653	-0.05759	-0.05206	-0.07272	-0.03770	-0.03037	-0.04089	-0.04456	-0.04824	-0.05506	-0.07320	-0.06982	-0.07789	-0.08783	-0.08391	-0.08972	-0.09261	-0.09400	-0.10590	-0.10789	-0.11135	-0.11099	-0.11447	-0.11004	-0.10501	-0.13325	-0.16467	-0.15648	-0.16593	-0.17781	-0.20384	-0.21457	-0.22056	-0.21912	-0.21353	-0.20299	-0.19196	-0.19135	-0.18717	-0.17853	-0.16982	-0.15338	-0.13215	-0.11568	-0.09816	-0.08400	-0.07809	-0.07816	
       2	  -9.007	     NaN	     NaN	     NaN	0.126821	 -0.2736	     NaN	     NaN	   81.85	   0.000	4.800E+5	   0.041	  119.01	   14.07	    51.0	 1025.16	   23.74	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98557	 0.96442	 0.94214	 0.88810	 0.84991	 0.82154	 0.78479	 0.79127	 0.73492	 0.70997	 0.67474	 0.64919	 0.63189	 0.60965	 0.61134	 0.60598	 0.56737	 0.59456	 0.56632	 0.56790	 0.57048	 0.55264	 0.54957	 0.56564	 0.54903	 0.55505	 0.55708	 0.55912	 0.55713	 0.57107	 0.57253	 0.58448	 0.58731	 0.59488	 0.60015	 0.61356	 0.61815	 0.62272	 0.63441	 0.64636	 0.65593	 0.68093	 0.67892	 0.68982	 0.69914	 0.73240	 0.75118	 0.77371	 0.80179	 0.82940	 0.84951	 0.87710	 0.89402	 0.92351	 0.95192	 0.96645	 0.98201	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02805	-0.02967	-0.04941	-0.10248	-0.13267	-0.14507	-0.15379	-0.14283	-0.14051	-0.12562	-0.11235	-0.09873	-0.07521	-0.04892	-0.04501	-0.06555	-0.03580	-0.02826	-0.03771	-0.04161	-0.04550	-0.05209	-0.07093	-0.06584	-0.07340	-0.08191	-0.07744	-0.08306	-0.08588	-0.08641	-0.09765	-0.09837	-0.10124	-0.10002	-0.10366	-0.09916	-0.09453	-0.12421	-0.15373	-0.14405	-0.15168	-0.16156	-0.18700	-0.19709	-0.20363	-0.20300	-0.19783	-0.18787	-0.17721	-0.17733	-0.17373	-0.16596	-0.15873	-0.14348	-0.12298	-0.10806	-0.09154	-0.07798	-0.07361	-0.07426	
       3	  -8.006	     NaN	     NaN	     NaN	0.117791	 -0.2602	     NaN	     NaN	   78.20	   0.000	5.105E+5	   0.043	  134.60	   14.96	    57.7	 1025.18	   23.74	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98778	 0.97142	 0.95195	 0.90809	 0.86832	 0.83748	 0.80296	 0.80550	 0.75173	 0.72447	 0.68941	 0.66546	 0.64911	 0.62935	 0.63093	 0.62603	 0.59042	 0.61315	 0.58630	 0.58678	 0.58687	 0.57180	 0.56864	 0.58253	 0.56719	 0.57276	 0.57693	 0.57998	 0.57726	 0.58877	 0.58750	 0.59656	 0.60029	 0.60931	 0.61641	 0.63017	 0.63608	 0.64363	 0.65508	 0.66795	 0.67940	 0.70300	 0.70367	 0.71436	 0.72450	 0.75262	 0.76954	 0.78943	 0.82051	 0.84558	 0.86539	 0.89277	 0.90925	 0.93613	 0.96064	 0.97475	 0.98883	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02870	-0.02935	-0.04385	-0.09027	-0.11688	-0.12951	-0.14046	-0.12955	-0.12792	-0.11557	-0.10204	-0.09056	-0.06933	-0.04937	-0.04670	-0.06585	-0.03808	-0.03057	-0.04004	-0.04334	-0.04665	-0.05297	-0.06956	-0.06531	-0.07191	-0.08080	-0.07582	-0.08060	-0.08244	-0.08239	-0.09302	-0.09340	-0.09561	-0.09466	-0.09770	-0.09411	-0.09071	-0.12009	-0.15048	-0.13832	-0.14453	-0.15384	-0.17744	-0.18702	-0.19299	-0.19244	-0.18804	-0.17891	-0.16908	-0.16964	-0.16656	-0.15976	-0.15280	-0.13881	-0.11966	-0.10575	-0.09063	-0.07793	-0.07394	-0.07518	
       4	  -7.002	     NaN	     NaN	     NaN	0.106877	 -0.2392	     NaN	     NaN	   81.88	   0.000	4.823E+5	   0.041	  120.19	   14.14	    51.5	 1025.19	   23.75	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98083	 0.96462	 0.92360	 0.89116	 0.86437	 0.82784	 0.83530	 0.78007	 0.75824	 0.72645	 0.70305	 0.68729	 0.66471	 0.66543	 0.66259	 0.62285	 0.64860	 0.62192	 0.62338	 0.62589	 0.61016	 0.60633	 0.62050	 0.60253	 0.60706	 0.60998	 0.61023	 0.60574	 0.61881	 0.61607	 0.62476	 0.62755	 0.63496	 0.64022	 0.65309	 0.65871	 0.66331	 0.67364	 0.68578	 0.69586	 0.72127	 0.71958	 0.72882	 0.73849	 0.76793	 0.78329	 0.80271	 0.83089	 0.85643	 0.87457	 0.89914	 0.91390	 0.94103	 0.96678	 0.97591	 0.99006	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02444	-0.02615	-0.03717	-0.07479	-0.10077	-0.11362	-0.12538	-0.11591	-0.11571	-0.10182	-0.08919	-0.07879	-0.06029	-0.04463	-0.04295	-0.06183	-0.03901	-0.03166	-0.04081	-0.04426	-0.04771	-0.05348	-0.07123	-0.06517	-0.07132	-0.07900	-0.07340	-0.07827	-0.07969	-0.07886	-0.08888	-0.08822	-0.09012	-0.08825	-0.09148	-0.08798	-0.08454	-0.11557	-0.14297	-0.12969	-0.13451	-0.14216	-0.16551	-0.17398	-0.18043	-0.18042	-0.17635	-0.16733	-0.15822	-0.15954	-0.15693	-0.15066	-0.14536	-0.13220	-0.11419	-0.10128	-0.08705	-0.07576	-0.07301	-0.07464	
       5	  -5.998	     NaN	     NaN	     NaN	0.094401	 -0.2211	     NaN	     NaN	   78.25	   0.000	5.063E+5	   0.043	  132.41	   14.84	    56.7	 1025.18	   23.76	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99040	 0.97957	 0.94468	 0.91515	 0.89168	 0.85772	 0.86295	 0.81231	 0.78929	 0.75314	 0.72883	 0.71294	 0.69193	 0.69295	 0.68809	 0.65017	 0.67300	 0.64602	 0.64730	 0.64946	 0.63461	 0.63057	 0.64502	 0.62829	 0.63417	 0.63803	 0.63889	 0.63505	 0.64681	 0.64527	 0.65474	 0.65674	 0.66472	 0.67006	 0.68436	 0.68967	 0.69516	 0.70663	 0.71772	 0.72684	 0.75086	 0.75017	 0.76000	 0.77055	 0.80079	 0.81673	 0.83467	 0.86078	 0.88123	 0.89747	 0.91955	 0.93164	 0.95460	 0.97390	 0.98173	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02321	-0.02450	-0.03136	-0.06066	-0.08417	-0.09774	-0.11267	-0.10378	-0.10527	-0.09534	-0.08466	-0.07407	-0.05823	-0.04460	-0.04238	-0.05944	-0.03981	-0.03238	-0.04178	-0.04475	-0.04772	-0.05327	-0.06948	-0.06371	-0.06971	-0.07692	-0.07111	-0.07516	-0.07568	-0.07469	-0.08402	-0.08301	-0.08426	-0.08242	-0.08507	-0.08200	-0.07973	-0.11094	-0.13802	-0.12238	-0.12566	-0.13227	-0.15379	-0.16211	-0.16800	-0.16782	-0.16448	-0.15650	-0.14804	-0.14936	-0.14771	-0.14240	-0.13733	-0.12531	-0.10860	-0.09706	-0.08400	-0.07347	-0.07105	-0.07376	
       6	  -4.997	     NaN	     NaN	     NaN	0.084355	 -0.1994	     NaN	     NaN	   81.69	   0.000	4.907E+5	   0.042	  124.41	   14.38	    53.3	 1025.19	   23.76	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.96030	 0.93377	 0.90815	 0.87381	 0.88062	 0.82608	 0.80348	 0.76970	 0.74761	 0.73091	 0.70931	 0.70940	 0.70429	 0.66653	 0.69138	 0.66449	 0.66476	 0.66627	 0.65024	 0.64806	 0.66240	 0.64341	 0.64896	 0.65251	 0.65462	 0.65166	 0.66486	 0.66398	 0.67413	 0.67594	 0.68576	 0.69262	 0.70835	 0.71578	 0.72269	 0.73627	 0.74919	 0.76006	 0.78517	 0.78376	 0.79249	 0.80248	 0.83210	 0.84789	 0.86506	 0.88878	 0.90752	 0.92099	 0.93905	 0.94839	 0.96499	 0.98177	 0.98596	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02062	-0.02281	-0.02830	-0.05088	-0.07152	-0.08146	-0.09601	-0.08994	-0.09287	-0.08260	-0.07264	-0.06440	-0.04951	-0.04068	-0.03957	-0.05648	-0.04073	-0.03336	-0.04275	-0.04580	-0.04885	-0.05405	-0.07047	-0.06371	-0.06937	-0.07550	-0.06934	-0.07318	-0.07353	-0.07190	-0.08058	-0.07894	-0.07976	-0.07746	-0.08038	-0.07719	-0.07492	-0.10687	-0.13144	-0.11453	-0.11657	-0.12175	-0.14296	-0.15121	-0.15637	-0.15651	-0.15353	-0.14571	-0.13761	-0.13983	-0.13843	-0.13364	-0.12990	-0.11904	-0.10318	-0.09246	-0.08036	-0.07084	-0.06961	-0.07242	
       7	  -4.004	     NaN	     NaN	     NaN	0.073711	 -0.1712	     NaN	     NaN	   78.34	   0.000	4.919E+5	   0.042	  125.02	   14.42	    53.6	 1025.19	   23.76	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.96940	 0.94545	 0.92358	 0.89142	 0.89962	 0.84664	 0.82427	 0.79130	 0.76789	 0.75275	 0.73293	 0.73389	 0.72816	 0.68917	 0.71391	 0.68880	 0.69127	 0.69398	 0.67891	 0.67729	 0.69228	 0.67539	 0.68257	 0.68671	 0.69021	 0.68687	 0.70221	 0.70306	 0.71365	 0.71613	 0.72704	 0.73405	 0.74983	 0.75625	 0.76317	 0.77506	 0.78693	 0.79753	 0.82173	 0.82080	 0.82961	 0.83891	 0.86529	 0.87768	 0.89145	 0.91165	 0.92712	 0.93954	 0.95587	 0.96231	 0.97440	 0.98597	 0.98842	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02027	-0.02288	-0.02682	-0.04407	-0.06150	-0.07130	-0.08441	-0.07948	-0.08289	-0.07312	-0.06461	-0.05763	-0.04563	-0.03972	-0.03802	-0.05455	-0.04308	-0.03618	-0.04546	-0.04844	-0.05143	-0.05632	-0.07241	-0.06545	-0.07068	-0.07656	-0.06970	-0.07331	-0.07328	-0.07125	-0.07922	-0.07724	-0.07770	-0.07505	-0.07804	-0.07505	-0.07315	-0.10488	-0.12694	-0.10807	-0.10879	-0.11219	-0.13215	-0.13937	-0.14460	-0.14502	-0.14215	-0.13488	-0.12736	-0.12978	-0.12908	-0.12508	-0.12223	-0.11230	-0.09778	-0.08835	-0.07757	-0.06910	-0.06830	-0.07201	
       8	  -3.002	     NaN	     NaN	     NaN	0.065724	 -0.1338	     NaN	     NaN	   81.65	   0.000	4.931E+5	   0.042	  125.60	   14.45	    53.8	 1025.19	   23.76	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98419	 0.96775	 0.94856	 0.91832	 0.92729	 0.87475	 0.85103	 0.81643	 0.79315	 0.77636	 0.75425	 0.75610	 0.75075	 0.71230	 0.73731	 0.71221	 0.71311	 0.71576	 0.70117	 0.69817	 0.71306	 0.69649	 0.70381	 0.70856	 0.71216	 0.71053	 0.72484	 0.72333	 0.73408	 0.73771	 0.74875	 0.75469	 0.77009	 0.77747	 0.78481	 0.79625	 0.80774	 0.81704	 0.83994	 0.83943	 0.84712	 0.85535	 0.88113	 0.89189	 0.90296	 0.92102	 0.93461	 0.94617	 0.96178	 0.96710	 0.97798	 0.98894	 0.98996	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01911	-0.02189	-0.02534	-0.03696	-0.05058	-0.05977	-0.07345	-0.06896	-0.07270	-0.06375	-0.05691	-0.05189	-0.04107	-0.03680	-0.03515	-0.05077	-0.04469	-0.03822	-0.04780	-0.05097	-0.05414	-0.05916	-0.07482	-0.06760	-0.07252	-0.07841	-0.07103	-0.07396	-0.07370	-0.07105	-0.07860	-0.07625	-0.07580	-0.07277	-0.07537	-0.07220	-0.07003	-0.10149	-0.11979	-0.09979	-0.09814	-0.10019	-0.11887	-0.12517	-0.12979	-0.13025	-0.12770	-0.12100	-0.11410	-0.11672	-0.11700	-0.11364	-0.11195	-0.10269	-0.08988	-0.08163	-0.07224	-0.06521	-0.06568	-0.07035	
       9	  -1.998	     NaN	     NaN	     NaN	0.055465	 -0.0709	     NaN	     NaN	   78.23	   0.000	4.941E+5	   0.042	  126.14	   14.48	    54.0	 1025.18	   23.76	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98931	 0.97552	 0.95008	 0.96181	 0.91187	 0.88879	 0.85283	 0.82762	 0.81068	 0.78868	 0.78871	 0.78211	 0.74226	 0.76601	 0.73892	 0.73868	 0.74133	 0.72727	 0.72449	 0.73944	 0.72444	 0.73189	 0.73692	 0.73973	 0.73719	 0.75230	 0.75166	 0.76295	 0.76453	 0.77512	 0.78011	 0.79352	 0.79854	 0.80409	 0.81473	 0.82585	 0.83498	 0.85857	 0.85665	 0.86430	 0.87266	 0.89682	 0.90708	 0.91889	 0.93793	 0.95097	 0.96008	 0.97315	 0.97673	 0.98447	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01812	-0.02077	-0.02379	-0.03035	-0.04122	-0.04871	-0.06367	-0.05915	-0.06382	-0.05525	-0.04967	-0.04535	-0.03582	-0.03265	-0.03003	-0.04465	-0.04637	-0.04047	-0.05102	-0.05480	-0.05858	-0.06381	-0.07955	-0.07229	-0.07719	-0.08295	-0.07512	-0.07786	-0.07744	-0.07450	-0.08142	-0.07838	-0.07725	-0.07357	-0.07554	-0.07205	-0.06963	-0.10027	-0.11107	-0.08820	-0.08435	-0.08428	-0.10090	-0.10606	-0.10995	-0.11040	-0.10811	-0.10167	-0.09600	-0.09864	-0.09898	-0.09671	-0.09598	-0.08875	-0.07704	-0.07088	-0.06320	-0.05778	-0.05996	-0.06607	
