   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16	 Cpwu_01	 Cpwu_02	 Cpwu_03	 Cpwu_04	 Cpwu_05	 Cpwu_06	 Cpwu_07	 Cpwu_08	 Cpwu_09	 Cpwu_10	 Cpwu_11	 Cpwu_12	 Cpwu_13	 Cpwu_14	 Cpwu_15	 Cpwu_16	 Cpwu_17	 Cpwu_18	 Cpwu_19	 Cpwu_20	 Cpwu_21	 Cpwu_22	 Cpwl_01	 Cpwl_02	 Cpwl_03	 Cpwl_04	 Cpwl_05	 Cpwl_06	 Cpwl_07	 Cpwl_08	 Cpwl_09	 Cpwl_10	 Cpwl_11	 Cpwl_12	 Cpwl_13	 Cpwl_14	 Cpwl_15	 Cpwl_16	 Cpwl_17	 Cpwl_18	 Cpwl_19	 Cpwl_20	 Cpwl_21	 Cpwl_22
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00
       1	 -10.001	     NaN	     NaN	     NaN	0.150838	 -0.3228	     NaN	     NaN	   79.13	   0.000	1.503E+6	   0.128	 1172.95	   44.23	   500.7	 1023.93	   24.26	 1.00000	 1.00000	 1.00000	 1.00000	 0.98200	 0.96702	 0.94867	 0.92546	 0.89531	 0.85933	 0.83578	 0.81265	 0.78992	 0.76433	 0.73796	 0.70584	 0.67956	 0.65233	 0.63767	 0.62766	 0.61617	 0.60738	 0.59917	 0.58604	 0.57989	 0.57253	 0.56549	 0.55892	 0.55456	 0.55000	 0.54575	 0.54240	 0.54077	 0.54026	 0.53924	 0.54213	 0.54361	 0.54716	 0.54708	 0.55347	 0.55903	 0.56237	 0.56873	 0.57374	 0.58121	 0.58794	 0.59560	 0.60177	 0.61267	 0.62024	 0.64097	 0.65963	 0.68072	 0.70390	 0.72732	 0.74550	 0.77378	 0.79732	 0.83714	 0.87504	 0.90599	 0.93501	 0.95711	 0.98200	 1.00000	 1.00000	 1.00000	-0.03020	-0.02595	-0.05576	-0.11405	-0.15124	-0.17646	-0.18991	-0.18265	-0.16978	-0.15455	-0.13571	-0.12355	-0.09920	-0.06269	-0.04726	-0.05062	-0.02064	-0.01058	-0.03302	-0.02947	-0.02593	-0.03034	-0.03766	-0.04317	-0.05025	-0.07405	-0.06501	-0.05720	-0.05394	-0.07169	-0.08735	-0.08177	-0.08508	-0.08764	-0.08719	-0.08408	-0.07963	-0.10461	-0.14564	-0.13675	-0.14917	-0.16309	-0.18795	-0.20215	-0.20396	-0.20408	-0.20181	-0.18896	-0.17398	-0.17251	-0.17180	-0.16479	-0.15174	-0.13559	-0.11689	-0.10071	-0.08344	-0.06918	-0.06198	-0.06456	
       2	  -9.007	     NaN	     NaN	     NaN	0.131692	 -0.2884	     NaN	     NaN	   80.95	   0.000	1.476E+6	   0.126	 1134.25	   43.51	   484.1	 1023.94	   24.47	 1.00000	 1.00000	 1.00000	 1.00000	 0.99324	 0.98495	 0.97155	 0.95077	 0.92120	 0.88154	 0.85867	 0.83497	 0.81110	 0.78619	 0.75927	 0.72665	 0.70093	 0.67461	 0.66059	 0.65044	 0.63895	 0.62971	 0.62023	 0.60762	 0.60012	 0.59260	 0.58541	 0.57943	 0.57517	 0.57106	 0.56662	 0.56350	 0.56194	 0.56056	 0.55947	 0.56173	 0.56314	 0.56568	 0.56651	 0.57263	 0.57894	 0.58357	 0.59137	 0.59783	 0.60542	 0.61296	 0.62163	 0.62927	 0.64065	 0.64958	 0.67267	 0.69298	 0.71596	 0.74054	 0.76772	 0.78858	 0.81862	 0.84295	 0.88309	 0.91733	 0.94311	 0.96460	 0.97933	 0.99217	 1.00000	 1.00000	 1.00000	-0.02894	-0.02239	-0.04007	-0.08826	-0.12138	-0.14164	-0.15359	-0.14881	-0.14126	-0.13133	-0.11598	-0.10447	-0.08062	-0.05047	-0.04232	-0.04786	-0.02369	-0.01392	-0.03648	-0.03303	-0.02957	-0.03375	-0.04076	-0.04581	-0.05249	-0.07595	-0.06637	-0.05805	-0.05448	-0.07129	-0.08632	-0.08004	-0.08255	-0.08450	-0.08369	-0.08059	-0.07640	-0.10182	-0.13934	-0.12835	-0.13895	-0.15129	-0.17472	-0.18776	-0.18844	-0.18673	-0.18479	-0.17628	-0.16428	-0.16405	-0.16404	-0.15536	-0.14297	-0.12811	-0.11079	-0.09594	-0.08008	-0.06711	-0.06105	-0.06448	
       3	  -7.996	     NaN	     NaN	     NaN	0.119934	 -0.2657	     NaN	     NaN	   79.34	   0.000	1.480E+6	   0.126	 1141.61	   43.65	   487.2	 1023.92	   24.58	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99213	 0.98220	 0.96532	 0.94125	 0.90549	 0.88320	 0.85952	 0.83725	 0.81292	 0.78516	 0.75060	 0.72290	 0.69476	 0.68016	 0.66953	 0.65722	 0.64662	 0.63659	 0.62398	 0.61527	 0.60763	 0.59983	 0.59418	 0.58930	 0.58470	 0.58140	 0.57852	 0.57782	 0.57681	 0.57579	 0.57800	 0.57964	 0.58180	 0.58304	 0.58838	 0.59399	 0.59877	 0.60660	 0.61412	 0.62248	 0.63145	 0.64127	 0.64992	 0.66131	 0.67091	 0.69456	 0.71475	 0.73853	 0.76312	 0.78873	 0.80828	 0.83725	 0.86111	 0.89935	 0.93260	 0.95523	 0.97273	 0.98426	 0.99415	 1.00000	 1.00000	 1.00000	-0.02577	-0.01837	-0.02726	-0.06403	-0.09480	-0.11334	-0.12530	-0.12283	-0.11786	-0.11106	-0.09855	-0.08739	-0.06544	-0.04266	-0.03907	-0.04475	-0.02427	-0.01459	-0.03716	-0.03358	-0.03000	-0.03385	-0.04039	-0.04493	-0.05106	-0.07402	-0.06396	-0.05518	-0.05118	-0.06720	-0.08159	-0.07469	-0.07659	-0.07811	-0.07711	-0.07418	-0.07045	-0.09602	-0.13268	-0.11981	-0.12853	-0.13936	-0.16154	-0.17383	-0.17436	-0.17290	-0.17134	-0.16345	-0.15217	-0.15248	-0.15308	-0.14538	-0.13401	-0.12030	-0.10422	-0.09064	-0.07600	-0.06410	-0.05894	-0.06309	
       4	  -7.002	     NaN	     NaN	     NaN	0.108913	 -0.2456	     NaN	     NaN	   80.66	   0.000	1.484E+6	   0.127	 1147.45	   43.77	   489.7	 1023.90	   24.69	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99678	 0.99019	 0.97715	 0.95660	 0.92498	 0.90500	 0.88350	 0.86132	 0.83652	 0.80886	 0.77557	 0.74701	 0.71766	 0.70350	 0.69303	 0.68137	 0.67059	 0.66079	 0.64857	 0.63947	 0.63112	 0.62303	 0.61674	 0.61150	 0.60665	 0.60242	 0.59840	 0.59671	 0.59486	 0.59416	 0.59565	 0.59793	 0.60027	 0.60255	 0.60815	 0.61444	 0.61961	 0.62725	 0.63529	 0.64361	 0.65312	 0.66333	 0.67266	 0.68421	 0.69470	 0.71892	 0.73881	 0.76234	 0.78650	 0.81172	 0.83109	 0.85815	 0.88065	 0.91528	 0.94403	 0.96325	 0.97902	 0.98863	 0.99555	 1.00000	 1.00000	 1.00000	-0.02254	-0.01548	-0.02117	-0.04892	-0.07682	-0.09401	-0.10743	-0.10632	-0.10274	-0.09646	-0.08562	-0.07636	-0.05639	-0.03804	-0.03611	-0.04143	-0.02496	-0.01537	-0.03780	-0.03403	-0.03026	-0.03370	-0.03978	-0.04376	-0.04939	-0.07180	-0.06124	-0.05205	-0.04762	-0.06292	-0.07656	-0.06916	-0.07047	-0.07163	-0.07046	-0.06786	-0.06474	-0.09117	-0.12578	-0.11126	-0.11845	-0.12801	-0.14911	-0.16075	-0.16123	-0.16008	-0.15899	-0.15176	-0.14128	-0.14197	-0.14321	-0.13633	-0.12596	-0.11333	-0.09846	-0.08606	-0.07258	-0.06167	-0.05726	-0.06201	
       5	  -5.998	     NaN	     NaN	     NaN	0.095873	 -0.2257	     NaN	     NaN	   79.11	   0.000	1.487E+6	   0.127	 1153.63	   43.90	   492.4	 1023.88	   24.77	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99482	 0.98550	 0.96857	 0.94095	 0.92296	 0.90213	 0.88137	 0.85754	 0.83084	 0.79829	 0.77025	 0.74186	 0.72778	 0.71685	 0.70428	 0.69279	 0.68275	 0.67079	 0.66145	 0.65321	 0.64625	 0.64078	 0.63634	 0.63246	 0.62943	 0.62674	 0.62595	 0.62520	 0.62552	 0.62794	 0.63055	 0.63385	 0.63739	 0.64372	 0.65081	 0.65587	 0.66326	 0.67158	 0.68043	 0.68957	 0.69949	 0.70865	 0.72025	 0.73079	 0.75477	 0.77586	 0.79914	 0.82241	 0.84591	 0.86372	 0.88819	 0.90737	 0.93627	 0.95898	 0.97431	 0.98591	 0.99329	 1.00000	 1.00000	 1.00000	 1.00000	-0.01975	-0.01314	-0.01731	-0.03801	-0.06265	-0.07739	-0.09083	-0.09104	-0.08876	-0.08402	-0.07519	-0.06689	-0.04864	-0.03448	-0.03349	-0.03820	-0.02540	-0.01581	-0.03817	-0.03427	-0.03037	-0.03339	-0.03900	-0.04246	-0.04763	-0.06950	-0.05845	-0.04884	-0.04397	-0.05860	-0.07159	-0.06373	-0.06449	-0.06533	-0.06402	-0.06168	-0.05904	-0.08568	-0.11943	-0.10314	-0.10861	-0.11678	-0.13675	-0.14772	-0.14815	-0.14726	-0.14659	-0.13994	-0.13013	-0.13135	-0.13317	-0.12712	-0.11771	-0.10620	-0.09253	-0.08120	-0.06882	-0.05889	-0.05524	-0.06055	
       6	  -4.993	     NaN	     NaN	     NaN	0.085664	 -0.2023	     NaN	     NaN	   80.82	   0.000	1.490E+6	   0.127	 1159.41	   44.02	   494.8	 1023.87	   24.85	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99033	 0.97639	 0.95292	 0.93639	 0.91656	 0.89652	 0.87420	 0.84909	 0.81740	 0.78987	 0.76272	 0.74991	 0.73957	 0.72785	 0.71637	 0.70703	 0.69610	 0.68738	 0.67979	 0.67236	 0.66681	 0.66231	 0.65830	 0.65533	 0.65291	 0.65225	 0.65229	 0.65376	 0.65587	 0.65932	 0.66272	 0.66704	 0.67301	 0.68052	 0.68588	 0.69378	 0.70275	 0.71206	 0.72152	 0.73199	 0.74132	 0.75194	 0.76255	 0.78530	 0.80406	 0.82512	 0.84637	 0.86824	 0.88462	 0.90675	 0.92365	 0.95006	 0.96928	 0.98114	 0.99003	 0.99547	 1.00000	 1.00000	 1.00000	 1.00000	-0.01758	-0.01139	-0.01468	-0.03077	-0.05254	-0.06515	-0.07771	-0.07875	-0.07769	-0.07328	-0.06455	-0.05747	-0.04118	-0.03099	-0.03106	-0.03515	-0.02643	-0.01689	-0.03924	-0.03520	-0.03117	-0.03385	-0.03904	-0.04200	-0.04676	-0.06811	-0.05660	-0.04666	-0.04141	-0.05545	-0.06783	-0.05949	-0.05975	-0.06032	-0.05890	-0.05681	-0.05467	-0.08194	-0.11291	-0.09504	-0.09896	-0.10584	-0.12468	-0.13492	-0.13521	-0.13459	-0.13429	-0.12825	-0.11913	-0.12083	-0.12324	-0.11798	-0.10954	-0.09912	-0.08657	-0.07649	-0.06525	-0.05628	-0.05350	-0.05946	
       7	  -3.996	     NaN	     NaN	     NaN	0.075247	 -0.1708	     NaN	     NaN	   79.31	   0.000	1.493E+6	   0.128	 1165.24	   44.13	   497.3	 1023.89	   24.93	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99670	 0.98732	 0.96840	 0.95398	 0.93568	 0.91735	 0.89615	 0.87150	 0.84070	 0.81268	 0.78461	 0.77130	 0.76037	 0.74849	 0.73738	 0.72806	 0.71758	 0.70912	 0.70167	 0.69488	 0.68912	 0.68473	 0.68084	 0.67819	 0.67639	 0.67668	 0.67736	 0.67905	 0.68170	 0.68506	 0.68937	 0.69429	 0.69996	 0.70790	 0.71408	 0.72248	 0.73102	 0.73968	 0.74928	 0.75947	 0.76869	 0.77933	 0.79009	 0.81340	 0.83270	 0.85449	 0.87562	 0.89637	 0.91101	 0.92966	 0.94401	 0.96432	 0.97842	 0.98660	 0.99277	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01555	-0.00965	-0.01252	-0.02411	-0.04332	-0.05399	-0.06579	-0.06697	-0.06670	-0.06266	-0.05431	-0.04755	-0.03345	-0.02665	-0.02774	-0.03130	-0.02729	-0.01805	-0.04048	-0.03652	-0.03256	-0.03513	-0.04004	-0.04257	-0.04705	-0.06815	-0.05618	-0.04588	-0.04027	-0.05377	-0.06558	-0.05673	-0.05647	-0.05662	-0.05502	-0.05284	-0.05070	-0.07771	-0.10619	-0.08642	-0.08852	-0.09397	-0.11148	-0.12081	-0.12079	-0.12034	-0.12033	-0.11482	-0.10641	-0.10851	-0.11145	-0.10704	-0.09957	-0.09028	-0.07903	-0.07024	-0.06027	-0.05249	-0.05070	-0.05748	
       8	  -3.002	     NaN	     NaN	     NaN	0.066714	 -0.1228	     NaN	     NaN	   80.83	   0.000	1.497E+6	   0.128	 1171.35	   44.25	   499.9	 1023.87	   24.98	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99532	 0.98265	 0.97220	 0.95739	 0.94114	 0.92113	 0.89672	 0.86553	 0.83733	 0.80836	 0.79479	 0.78375	 0.77173	 0.75974	 0.74949	 0.73804	 0.72842	 0.72038	 0.71296	 0.70719	 0.70309	 0.69919	 0.69705	 0.69551	 0.69618	 0.69669	 0.69857	 0.70138	 0.70546	 0.70945	 0.71506	 0.72086	 0.72849	 0.73468	 0.74344	 0.75284	 0.76236	 0.77224	 0.78277	 0.79260	 0.80326	 0.81412	 0.83621	 0.85452	 0.87481	 0.89430	 0.91326	 0.92691	 0.94417	 0.95632	 0.97362	 0.98520	 0.99096	 0.99513	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01504	-0.00932	-0.01185	-0.01909	-0.03538	-0.04448	-0.05584	-0.05787	-0.05839	-0.05458	-0.04680	-0.04119	-0.02842	-0.02382	-0.02465	-0.02735	-0.02969	-0.02087	-0.04390	-0.04024	-0.03658	-0.03925	-0.04407	-0.04632	-0.05064	-0.07177	-0.05928	-0.04865	-0.04267	-0.05578	-0.06705	-0.05758	-0.05672	-0.05631	-0.05436	-0.05189	-0.04961	-0.07647	-0.09915	-0.07704	-0.07707	-0.08079	-0.09674	-0.10492	-0.10442	-0.10404	-0.10429	-0.09932	-0.09167	-0.09415	-0.09767	-0.09421	-0.08786	-0.07990	-0.07012	-0.06288	-0.05450	-0.04822	-0.04771	-0.05555	
       9	  -1.994	     NaN	     NaN	     NaN	0.057546	 -0.0436	     NaN	     NaN	   79.11	   0.000	1.500E+6	   0.128	 1177.06	   44.36	   502.5	 1023.85	   25.04	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98752	 0.96228	 0.91786	 0.89061	 0.86064	 0.83393	 0.80747	 0.78104	 0.75499	 0.73759	 0.72484	 0.72018	 0.71813	 0.71564	 0.71495	 0.71579	 0.71664	 0.71995	 0.72371	 0.72858	 0.73432	 0.74149	 0.74875	 0.75669	 0.76513	 0.77534	 0.78417	 0.79607	 0.80455	 0.81491	 0.82427	 0.83523	 0.84519	 0.85612	 0.86485	 0.87500	 0.88498	 0.89381	 0.90300	 0.91192	 0.91893	 0.92646	 0.93411	 0.94771	 0.95749	 0.96706	 0.97554	 0.98212	 0.98634	 0.99087	 0.99328	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01378	-0.00832	-0.01151	-0.02611	-0.04365	-0.04676	-0.05042	-0.04869	-0.04553	-0.03655	-0.02840	-0.02618	-0.01867	-0.01992	-0.02123	-0.02304	-0.03292	-0.02513	-0.04918	-0.04644	-0.04370	-0.04685	-0.05205	-0.05438	-0.05885	-0.08053	-0.06747	-0.05644	-0.05017	-0.06304	-0.07376	-0.06368	-0.06186	-0.06043	-0.05775	-0.05422	-0.05080	-0.07594	-0.09037	-0.06502	-0.06218	-0.06339	-0.07709	-0.08354	-0.08215	-0.08155	-0.08191	-0.07749	-0.07079	-0.07358	-0.07768	-0.07525	-0.07022	-0.06400	-0.05611	-0.05095	-0.04463	-0.04046	-0.04185	-0.05134	
