   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16	 Cpwu_01	 Cpwu_02	 Cpwu_03	 Cpwu_04	 Cpwu_05	 Cpwu_06	 Cpwu_07	 Cpwu_08	 Cpwu_09	 Cpwu_10	 Cpwu_11	 Cpwu_12	 Cpwu_13	 Cpwu_14	 Cpwu_15	 Cpwu_16	 Cpwu_17	 Cpwu_18	 Cpwu_19	 Cpwu_20	 Cpwu_21	 Cpwu_22	 Cpwl_01	 Cpwl_02	 Cpwl_03	 Cpwl_04	 Cpwl_05	 Cpwl_06	 Cpwl_07	 Cpwl_08	 Cpwl_09	 Cpwl_10	 Cpwl_11	 Cpwl_12	 Cpwl_13	 Cpwl_14	 Cpwl_15	 Cpwl_16	 Cpwl_17	 Cpwl_18	 Cpwl_19	 Cpwl_20	 Cpwl_21	 Cpwl_22
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00
       1	  -9.997	     NaN	     NaN	     NaN	0.138532	 -0.2372	     NaN	     NaN	  328.69	   0.000	9.816E+5	   0.086	  534.23	   29.77	   228.4	 1024.99	   23.07	 1.00000	 1.00000	 1.00000	 1.00000	 0.98406	 0.96833	 0.94725	 0.92070	 0.88376	 0.83749	 0.80934	 0.78342	 0.75694	 0.72888	 0.69854	 0.66510	 0.63980	 0.61573	 0.60241	 0.59453	 0.58551	 0.57744	 0.57186	 0.56226	 0.55832	 0.55346	 0.55027	 0.54795	 0.54719	 0.54636	 0.54704	 0.54662	 0.54897	 0.55256	 0.55569	 0.56124	 0.56634	 0.57260	 0.57678	 0.58513	 0.59385	 0.60106	 0.61268	 0.62256	 0.63341	 0.64438	 0.65577	 0.66352	 0.67670	 0.68693	 0.71309	 0.73349	 0.75801	 0.78413	 0.81173	 0.83196	 0.85897	 0.88156	 0.91528	 0.94537	 0.96538	 0.97952	 0.99012	 1.00000	 1.00000	 1.00000	 1.00000	-0.03307	-0.02624	-0.04410	-0.09466	-0.12628	-0.14342	-0.14542	-0.13361	-0.12417	-0.11189	-0.09248	-0.07712	-0.05355	-0.03910	-0.04169	-0.05762	-0.02857	-0.01934	-0.03458	-0.03530	-0.03602	-0.04234	-0.05200	-0.05896	-0.06689	-0.08236	-0.07901	-0.07992	-0.07941	-0.08393	-0.09183	-0.09482	-0.09724	-0.09798	-0.09537	-0.09006	-0.07909	-0.10296	-0.13038	-0.11650	-0.13308	-0.14528	-0.16711	-0.17926	-0.18027	-0.17805	-0.17404	-0.16553	-0.15514	-0.15517	-0.15446	-0.14823	-0.13519	-0.12044	-0.10363	-0.09065	-0.07652	-0.06483	-0.06070	-0.06486	
       2	  -8.996	     NaN	     NaN	     NaN	0.123064	 -0.2205	     NaN	     NaN	  331.21	   0.000	9.843E+5	   0.087	  537.22	   29.86	   229.7	 1025.00	   23.08	 1.00000	 1.00000	 1.00000	 1.00000	 0.99338	 0.98275	 0.96630	 0.94376	 0.91087	 0.86682	 0.83951	 0.81123	 0.78512	 0.75639	 0.72564	 0.69307	 0.66746	 0.64306	 0.62976	 0.62196	 0.61268	 0.60417	 0.59932	 0.59043	 0.58567	 0.58089	 0.57630	 0.57389	 0.57300	 0.57243	 0.57334	 0.57360	 0.57686	 0.57974	 0.58311	 0.58730	 0.59309	 0.59971	 0.60498	 0.61358	 0.62339	 0.63065	 0.64170	 0.65176	 0.66230	 0.67362	 0.68597	 0.69525	 0.70806	 0.71773	 0.74458	 0.76650	 0.79127	 0.81647	 0.84275	 0.86178	 0.88702	 0.90788	 0.93665	 0.96040	 0.97628	 0.98711	 0.99445	 1.00000	 1.00000	 1.00000	 1.00000	-0.02909	-0.02202	-0.03344	-0.07632	-0.10479	-0.12244	-0.12698	-0.11873	-0.11170	-0.10011	-0.08154	-0.06766	-0.04653	-0.03575	-0.03870	-0.05378	-0.02891	-0.01967	-0.03479	-0.03530	-0.03580	-0.04167	-0.05088	-0.05728	-0.06466	-0.07950	-0.07565	-0.07616	-0.07522	-0.07909	-0.08623	-0.08858	-0.09036	-0.09070	-0.08798	-0.08280	-0.07191	-0.09272	-0.12253	-0.10797	-0.12316	-0.13430	-0.15502	-0.16657	-0.16754	-0.16567	-0.16220	-0.15424	-0.14453	-0.14503	-0.14490	-0.13951	-0.12743	-0.11366	-0.09798	-0.08613	-0.07302	-0.06234	-0.05878	-0.06359	
       3	  -8.004	     NaN	     NaN	     NaN	0.109899	 -0.2034	     NaN	     NaN	  328.68	   0.000	9.869E+5	   0.087	  540.20	   29.94	   231.0	 1025.03	   23.10	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99054	 0.97948	 0.96188	 0.93386	 0.89435	 0.86984	 0.84400	 0.81921	 0.79236	 0.76308	 0.72837	 0.70118	 0.67386	 0.66056	 0.65151	 0.64141	 0.63183	 0.62533	 0.61607	 0.61079	 0.60558	 0.60015	 0.59704	 0.59573	 0.59421	 0.59504	 0.59544	 0.59881	 0.60270	 0.60678	 0.61097	 0.61672	 0.62329	 0.62877	 0.63739	 0.64687	 0.65314	 0.66409	 0.67355	 0.68429	 0.69572	 0.70831	 0.71825	 0.73225	 0.74322	 0.76917	 0.79037	 0.81505	 0.83774	 0.86122	 0.87941	 0.90331	 0.92264	 0.95057	 0.97155	 0.98442	 0.99189	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02522	-0.01840	-0.02704	-0.06260	-0.08849	-0.10451	-0.10952	-0.10297	-0.09729	-0.08802	-0.07341	-0.06086	-0.04153	-0.03273	-0.03547	-0.04957	-0.02820	-0.01904	-0.03401	-0.03423	-0.03446	-0.03993	-0.04863	-0.05457	-0.06144	-0.07563	-0.07130	-0.07139	-0.06996	-0.07326	-0.07981	-0.08159	-0.08287	-0.08289	-0.08017	-0.07556	-0.06579	-0.09111	-0.11676	-0.09955	-0.11286	-0.12270	-0.14244	-0.15345	-0.15441	-0.15288	-0.14989	-0.14256	-0.13344	-0.13443	-0.13486	-0.13029	-0.11912	-0.10646	-0.09188	-0.08102	-0.06890	-0.05897	-0.05636	-0.06171	
       4	  -7.006	     NaN	     NaN	     NaN	0.100456	 -0.1893	     NaN	     NaN	  331.24	   0.000	9.895E+5	   0.087	  542.99	   30.02	   232.2	 1025.02	   23.10	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99458	 0.98540	 0.96963	 0.94484	 0.90975	 0.88625	 0.86244	 0.83797	 0.81100	 0.78261	 0.75058	 0.72532	 0.70049	 0.68703	 0.67818	 0.66790	 0.65778	 0.65086	 0.64225	 0.63568	 0.62964	 0.62460	 0.62131	 0.61977	 0.61785	 0.61698	 0.61698	 0.62037	 0.62381	 0.62785	 0.63168	 0.63817	 0.64424	 0.65119	 0.65969	 0.66932	 0.67641	 0.68692	 0.69736	 0.70779	 0.71911	 0.73183	 0.74210	 0.75506	 0.76573	 0.79053	 0.81076	 0.83424	 0.85660	 0.87980	 0.89642	 0.91736	 0.93381	 0.95772	 0.97623	 0.98703	 0.99360	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02316	-0.01679	-0.02244	-0.04974	-0.07234	-0.08772	-0.09417	-0.09015	-0.08675	-0.07933	-0.06564	-0.05498	-0.03857	-0.03234	-0.03421	-0.04737	-0.02953	-0.02031	-0.03511	-0.03504	-0.03497	-0.04013	-0.04838	-0.05372	-0.06002	-0.07367	-0.06892	-0.06859	-0.06665	-0.06944	-0.07537	-0.07651	-0.07738	-0.07715	-0.07432	-0.06994	-0.06024	-0.08229	-0.11054	-0.09296	-0.10498	-0.11372	-0.13245	-0.14284	-0.14379	-0.14254	-0.13997	-0.13325	-0.12489	-0.12610	-0.12717	-0.12338	-0.11311	-0.10136	-0.08784	-0.07798	-0.06691	-0.05770	-0.05584	-0.06163	
       5	  -5.994	     NaN	     NaN	     NaN	0.090307	 -0.1702	     NaN	     NaN	  328.72	   0.000	9.920E+5	   0.087	  545.83	   30.10	   233.4	 1025.02	   23.12	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99145	 0.97956	 0.95791	 0.92768	 0.90667	 0.88351	 0.86302	 0.83811	 0.81047	 0.77658	 0.74951	 0.72407	 0.71109	 0.70230	 0.69214	 0.68226	 0.67662	 0.66767	 0.66118	 0.65576	 0.65076	 0.64798	 0.64644	 0.64481	 0.64511	 0.64456	 0.64697	 0.64883	 0.65214	 0.65477	 0.66022	 0.66652	 0.67297	 0.68050	 0.68956	 0.69610	 0.70687	 0.71798	 0.72883	 0.74009	 0.75248	 0.76241	 0.77468	 0.78515	 0.80994	 0.82966	 0.85187	 0.87406	 0.89641	 0.91188	 0.93146	 0.94699	 0.96821	 0.98406	 0.99222	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01996	-0.01404	-0.01823	-0.03910	-0.05938	-0.07358	-0.08127	-0.07845	-0.07625	-0.06909	-0.05726	-0.04872	-0.03409	-0.02919	-0.03095	-0.04332	-0.02899	-0.02001	-0.03468	-0.03446	-0.03424	-0.03906	-0.04692	-0.05167	-0.05755	-0.07074	-0.06561	-0.06484	-0.06254	-0.06480	-0.07022	-0.07080	-0.07127	-0.07082	-0.06790	-0.06399	-0.05532	-0.08160	-0.10534	-0.08526	-0.09568	-0.10308	-0.12088	-0.13059	-0.13147	-0.13042	-0.12825	-0.12207	-0.11425	-0.11598	-0.11747	-0.11432	-0.10495	-0.09423	-0.08171	-0.07291	-0.06279	-0.05450	-0.05327	-0.05967	
       6	  -4.997	     NaN	     NaN	     NaN	0.080630	 -0.1490	     NaN	     NaN	  331.39	   0.000	9.945E+5	   0.087	  548.64	   30.17	   234.6	 1025.03	   23.12	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98667	 0.96866	 0.94242	 0.92409	 0.90295	 0.88286	 0.85951	 0.83303	 0.80196	 0.77529	 0.74804	 0.73546	 0.72642	 0.71606	 0.70577	 0.69951	 0.69082	 0.68400	 0.67814	 0.67249	 0.66964	 0.66817	 0.66680	 0.66704	 0.66738	 0.67023	 0.67341	 0.67809	 0.68213	 0.68871	 0.69469	 0.70144	 0.70998	 0.71951	 0.72679	 0.73671	 0.74703	 0.75762	 0.76834	 0.77988	 0.78872	 0.80001	 0.81011	 0.83429	 0.85425	 0.87581	 0.89521	 0.91536	 0.92881	 0.94507	 0.95814	 0.97500	 0.98709	 0.99370	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01876	-0.01337	-0.01666	-0.03191	-0.04912	-0.06129	-0.07035	-0.07000	-0.06873	-0.06268	-0.05229	-0.04464	-0.03150	-0.02790	-0.02944	-0.04115	-0.03072	-0.02180	-0.03638	-0.03607	-0.03575	-0.04028	-0.04775	-0.05218	-0.05752	-0.07029	-0.06470	-0.06363	-0.06093	-0.06276	-0.06759	-0.06772	-0.06774	-0.06700	-0.06397	-0.06014	-0.05130	-0.07416	-0.09923	-0.07869	-0.08776	-0.09391	-0.11072	-0.11978	-0.12048	-0.11963	-0.11786	-0.11215	-0.10491	-0.10699	-0.10908	-0.10663	-0.09816	-0.08845	-0.07703	-0.06931	-0.06025	-0.05287	-0.05240	-0.05939	
       7	  -3.996	     NaN	     NaN	     NaN	0.072771	 -0.1179	     NaN	     NaN	  328.61	   0.000	9.967E+5	   0.088	  551.01	   30.24	   235.6	 1025.02	   23.12	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99499	 0.98161	 0.95808	 0.94057	 0.92040	 0.90182	 0.88045	 0.85462	 0.82404	 0.79667	 0.77184	 0.75949	 0.75090	 0.74092	 0.72970	 0.72367	 0.71447	 0.70759	 0.70187	 0.69658	 0.69330	 0.69174	 0.68947	 0.68962	 0.68891	 0.69089	 0.69342	 0.69760	 0.70149	 0.70778	 0.71312	 0.71958	 0.72722	 0.73584	 0.74281	 0.75315	 0.76369	 0.77375	 0.78529	 0.79800	 0.80722	 0.81892	 0.82885	 0.85283	 0.87189	 0.89115	 0.90927	 0.92680	 0.93880	 0.95416	 0.96451	 0.97926	 0.98992	 0.99535	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01714	-0.01196	-0.01479	-0.02596	-0.04091	-0.05247	-0.06143	-0.06141	-0.06085	-0.05513	-0.04664	-0.04064	-0.02865	-0.02560	-0.02644	-0.03735	-0.03125	-0.02257	-0.03734	-0.03707	-0.03680	-0.04106	-0.04829	-0.05241	-0.05747	-0.06979	-0.06388	-0.06260	-0.05952	-0.06095	-0.06526	-0.06501	-0.06459	-0.06361	-0.06052	-0.05682	-0.04863	-0.07542	-0.09438	-0.07090	-0.07811	-0.08295	-0.09840	-0.10661	-0.10700	-0.10622	-0.10480	-0.09960	-0.09295	-0.09546	-0.09804	-0.09629	-0.08883	-0.08016	-0.06989	-0.06338	-0.05545	-0.04919	-0.04966	-0.05736	
       8	  -3.006	     NaN	     NaN	     NaN	0.066207	 -0.0750	     NaN	     NaN	  331.45	   0.000	9.986E+5	   0.088	  553.16	   30.30	   236.5	 1025.03	   23.13	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98861	 0.97076	 0.95672	 0.93901	 0.92318	 0.90128	 0.87594	 0.84639	 0.82099	 0.79547	 0.78265	 0.77359	 0.76362	 0.75270	 0.74612	 0.73671	 0.72955	 0.72330	 0.71766	 0.71431	 0.71203	 0.70990	 0.70918	 0.70788	 0.70978	 0.71203	 0.71592	 0.71894	 0.72400	 0.72937	 0.73604	 0.74396	 0.75295	 0.75996	 0.76960	 0.77991	 0.78971	 0.79998	 0.81117	 0.81952	 0.83004	 0.83919	 0.86122	 0.87885	 0.89802	 0.91558	 0.93288	 0.94448	 0.95801	 0.96867	 0.98170	 0.99141	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01694	-0.01194	-0.01457	-0.02136	-0.03395	-0.04351	-0.05338	-0.05455	-0.05458	-0.04941	-0.04170	-0.03648	-0.02553	-0.02317	-0.02353	-0.03364	-0.03326	-0.02504	-0.04008	-0.04006	-0.04004	-0.04439	-0.05152	-0.05537	-0.06031	-0.07238	-0.06622	-0.06466	-0.06126	-0.06229	-0.06623	-0.06547	-0.06459	-0.06307	-0.05960	-0.05550	-0.04660	-0.06900	-0.08663	-0.06232	-0.06780	-0.07098	-0.08512	-0.09241	-0.09218	-0.09143	-0.09022	-0.08553	-0.07968	-0.08236	-0.08542	-0.08460	-0.07809	-0.07066	-0.06175	-0.05664	-0.05017	-0.04524	-0.04688	-0.05558	
       9	  -1.998	     NaN	     NaN	     NaN	0.058620	 -0.0044	     NaN	     NaN	  328.46	   0.000	1.000E+6	   0.088	  555.24	   30.35	   237.4	 1025.05	   23.15	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98636	 0.97592	 0.96244	 0.94853	 0.92910	 0.90583	 0.87631	 0.85130	 0.82449	 0.81146	 0.80198	 0.79115	 0.77866	 0.77148	 0.76065	 0.75262	 0.74577	 0.73959	 0.73521	 0.73216	 0.72907	 0.72856	 0.72735	 0.72914	 0.73139	 0.73518	 0.73834	 0.74399	 0.74876	 0.75450	 0.76217	 0.77061	 0.77729	 0.78640	 0.79665	 0.80615	 0.81623	 0.82782	 0.83627	 0.84618	 0.85491	 0.87602	 0.89169	 0.90849	 0.92390	 0.93905	 0.94998	 0.96325	 0.97269	 0.98445	 0.99261	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01803	-0.01276	-0.01514	-0.01795	-0.02669	-0.03526	-0.04555	-0.04766	-0.04850	-0.04405	-0.03752	-0.03292	-0.02244	-0.01984	-0.01941	-0.02879	-0.03631	-0.02886	-0.04468	-0.04542	-0.04616	-0.05097	-0.05842	-0.06235	-0.06734	-0.07964	-0.07308	-0.07134	-0.06768	-0.06842	-0.07199	-0.07077	-0.06902	-0.06671	-0.06274	-0.05783	-0.04882	-0.07393	-0.08086	-0.05258	-0.05542	-0.05637	-0.06857	-0.07429	-0.07332	-0.07245	-0.07144	-0.06716	-0.06197	-0.06505	-0.06859	-0.06858	-0.06331	-0.05751	-0.05003	-0.04672	-0.04205	-0.03908	-0.04218	-0.05222	
      10	  -1.001	     NaN	     NaN	     NaN	0.051797	  0.1027	     NaN	     NaN	  331.34	   0.000	1.002E+6	   0.088	  557.29	   30.41	   238.3	 1025.06	   23.16	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99539	 0.98878	 0.98128	 0.96707	 0.94820	 0.92121	 0.89450	 0.86480	 0.84966	 0.83780	 0.82420	 0.80959	 0.80006	 0.78758	 0.77746	 0.76836	 0.75970	 0.75384	 0.74998	 0.74592	 0.74397	 0.74133	 0.74118	 0.74124	 0.74326	 0.74544	 0.75041	 0.75524	 0.76028	 0.76701	 0.77527	 0.78192	 0.79077	 0.80081	 0.81021	 0.81975	 0.83056	 0.83951	 0.84984	 0.85896	 0.88035	 0.89615	 0.91417	 0.93081	 0.94654	 0.95662	 0.96849	 0.97720	 0.98772	 0.99485	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02028	-0.01467	-0.01676	-0.01757	-0.02158	-0.02551	-0.03548	-0.03937	-0.04145	-0.03780	-0.03235	-0.02774	-0.01782	-0.01523	-0.01381	-0.02198	-0.04086	-0.03492	-0.05224	-0.05430	-0.05636	-0.06249	-0.07052	-0.07508	-0.08048	-0.09317	-0.08633	-0.08444	-0.08041	-0.08100	-0.08419	-0.08233	-0.07944	-0.07571	-0.07047	-0.06384	-0.05255	-0.07159	-0.06978	-0.03915	-0.03895	-0.03714	-0.04683	-0.05041	-0.04841	-0.04693	-0.04589	-0.04218	-0.03758	-0.04106	-0.04502	-0.04603	-0.04235	-0.03817	-0.03284	-0.03177	-0.02983	-0.02918	-0.03461	-0.04661	
      11	   0.001	     NaN	     NaN	     NaN	0.040968	  0.2368	     NaN	     NaN	  328.65	   0.000	1.004E+6	   0.088	  559.23	   30.46	   239.1	 1025.06	   23.16	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99318	 0.98290	 0.96977	 0.94783	 0.91853	 0.88065	 0.84737	 0.81631	 0.80240	 0.79319	 0.78329	 0.77275	 0.76868	 0.76258	 0.75944	 0.75669	 0.75658	 0.75846	 0.76195	 0.76552	 0.77157	 0.77721	 0.78529	 0.79333	 0.80356	 0.81120	 0.82247	 0.83227	 0.84286	 0.85303	 0.86450	 0.87363	 0.88443	 0.89584	 0.90580	 0.91544	 0.92597	 0.93311	 0.94156	 0.94799	 0.96112	 0.96977	 0.97777	 0.98438	 0.98968	 0.99273	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02294	-0.01674	-0.01821	-0.01820	-0.02205	-0.02624	-0.03370	-0.03472	-0.03491	-0.02944	-0.02323	-0.01957	-0.01141	-0.01009	-0.00806	-0.01534	-0.04718	-0.04315	-0.06235	-0.06646	-0.07057	-0.07840	-0.08754	-0.09283	-0.09898	-0.11256	-0.10542	-0.10342	-0.09916	-0.09958	-0.10245	-0.09992	-0.09548	-0.08995	-0.08340	-0.07454	-0.06142	-0.08123	-0.06212	-0.02575	-0.02159	-0.01667	-0.02365	-0.02460	-0.02110	-0.01897	-0.01776	-0.01430	-0.01042	-0.01404	-0.01864	-0.02043	-0.01823	-0.01595	-0.01306	-0.01459	-0.01539	-0.01763	-0.02584	-0.04034	
