   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16	 Cpwu_01	 Cpwu_02	 Cpwu_03	 Cpwu_04	 Cpwu_05	 Cpwu_06	 Cpwu_07	 Cpwu_08	 Cpwu_09	 Cpwu_10	 Cpwu_11	 Cpwu_12	 Cpwu_13	 Cpwu_14	 Cpwu_15	 Cpwu_16	 Cpwu_17	 Cpwu_18	 Cpwu_19	 Cpwu_20	 Cpwu_21	 Cpwu_22	 Cpwl_01	 Cpwl_02	 Cpwl_03	 Cpwl_04	 Cpwl_05	 Cpwl_06	 Cpwl_07	 Cpwl_08	 Cpwl_09	 Cpwl_10	 Cpwl_11	 Cpwl_12	 Cpwl_13	 Cpwl_14	 Cpwl_15	 Cpwl_16	 Cpwl_17	 Cpwl_18	 Cpwl_19	 Cpwl_20	 Cpwl_21	 Cpwl_22
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00
       1	 -10.001	     NaN	     NaN	     NaN	0.000000	 -0.3056	     NaN	     NaN	   40.00	   0.000	4.869E+5	   0.041	  123.18	   14.34	    52.8	 1023.20	   24.20	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.07604	-0.07531	-0.07860	-0.07840	-0.07745	-0.07886	-0.07946	-0.07548	-0.07636	-0.07226	-0.06890	-0.07190	-0.06381	-0.05828	-0.04893	-0.05543	-0.04378	-0.03359	-0.04239	-0.04551	-0.04864	-0.05755	-0.07076	-0.07121	-0.07744	-0.09492	-0.09028	-0.09311	-0.09306	-0.09453	-0.10595	-0.10921	-0.11170	-0.11098	-0.11054	-0.10605	-0.10242	-0.13510	-0.16802	-0.16074	-0.17152	-0.18523	-0.20887	-0.22058	-0.22512	-0.22243	-0.21568	-0.20690	-0.19523	-0.19436	-0.19191	-0.18555	-0.17181	-0.15572	-0.13342	-0.11740	-0.10052	-0.08660	-0.07840	-0.08098	
       2	  -9.004	     NaN	     NaN	     NaN	0.128521	 -0.2698	     NaN	     NaN	   79.10	   0.000	4.866E+5	   0.041	  123.00	   14.32	    52.7	 1023.22	   24.16	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98499	 0.96269	 0.93939	 0.89774	 0.85443	 0.82281	 0.79025	 0.78446	 0.73751	 0.70967	 0.67113	 0.64783	 0.63077	 0.61147	 0.60870	 0.60036	 0.57700	 0.58727	 0.56874	 0.56608	 0.56747	 0.55698	 0.55177	 0.55954	 0.54506	 0.54684	 0.55084	 0.54991	 0.54950	 0.55877	 0.56072	 0.56486	 0.57536	 0.58161	 0.58969	 0.59936	 0.60593	 0.61763	 0.62866	 0.63842	 0.65100	 0.66980	 0.67108	 0.68573	 0.69728	 0.72255	 0.74092	 0.76737	 0.79585	 0.82171	 0.83850	 0.86922	 0.89289	 0.92500	 0.95225	 0.96875	 0.98720	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.03718	-0.03450	-0.05610	-0.10797	-0.13506	-0.15495	-0.16018	-0.15024	-0.14382	-0.13157	-0.11313	-0.10210	-0.07935	-0.05401	-0.05002	-0.07108	-0.04191	-0.03232	-0.04080	-0.04368	-0.04655	-0.05569	-0.06901	-0.06868	-0.07479	-0.09180	-0.08661	-0.08909	-0.08892	-0.08977	-0.10071	-0.10376	-0.10626	-0.10587	-0.10661	-0.10342	-0.10044	-0.12715	-0.15953	-0.14786	-0.15639	-0.16820	-0.19071	-0.20188	-0.20633	-0.20428	-0.19778	-0.19004	-0.17921	-0.17888	-0.17721	-0.17152	-0.15945	-0.14483	-0.12384	-0.10938	-0.09415	-0.08072	-0.07428	-0.07741	
       3	  -8.003	     NaN	     NaN	     NaN	0.118128	 -0.2544	     NaN	     NaN	   80.73	   0.000	5.010E+5	   0.043	  130.34	   14.74	    55.8	 1023.22	   24.14	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.97428	 0.95710	 0.91782	 0.87743	 0.85010	 0.81695	 0.80893	 0.76666	 0.74054	 0.70154	 0.67540	 0.65658	 0.63762	 0.63348	 0.62396	 0.60110	 0.60907	 0.59113	 0.58713	 0.58741	 0.57731	 0.57261	 0.57925	 0.56566	 0.56787	 0.57125	 0.57106	 0.57148	 0.58055	 0.58148	 0.58583	 0.59444	 0.59906	 0.60539	 0.61462	 0.62150	 0.63197	 0.64290	 0.65339	 0.66542	 0.68385	 0.68573	 0.70005	 0.71073	 0.73795	 0.75850	 0.78235	 0.81011	 0.83633	 0.85256	 0.88190	 0.90403	 0.93413	 0.95831	 0.97357	 0.99018	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.03396	-0.03090	-0.04413	-0.08673	-0.11458	-0.13342	-0.14044	-0.13355	-0.12945	-0.11874	-0.10045	-0.08955	-0.06894	-0.05024	-0.04793	-0.06807	-0.04133	-0.03179	-0.04041	-0.04309	-0.04578	-0.05416	-0.06661	-0.06594	-0.07168	-0.08780	-0.08225	-0.08429	-0.08333	-0.08375	-0.09386	-0.09617	-0.09812	-0.09742	-0.09780	-0.09487	-0.09234	-0.11945	-0.15144	-0.13774	-0.14566	-0.15624	-0.17759	-0.18818	-0.19269	-0.19087	-0.18515	-0.17792	-0.16789	-0.16812	-0.16688	-0.16216	-0.15093	-0.13736	-0.11785	-0.10451	-0.09024	-0.07790	-0.07229	-0.07580	
       4	  -6.998	     NaN	     NaN	     NaN	0.106667	 -0.2382	     NaN	     NaN	   79.11	   0.000	5.022E+5	   0.043	  130.96	   14.78	    56.1	 1023.18	   24.13	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.97940	 0.96595	 0.93319	 0.89571	 0.87038	 0.83735	 0.83084	 0.78947	 0.76332	 0.72617	 0.70133	 0.68107	 0.66229	 0.65902	 0.64971	 0.62574	 0.63467	 0.61706	 0.61185	 0.61268	 0.60242	 0.59770	 0.60570	 0.59297	 0.59552	 0.60009	 0.60053	 0.60192	 0.61236	 0.61415	 0.61952	 0.62989	 0.63625	 0.64253	 0.65240	 0.65960	 0.67048	 0.68102	 0.69031	 0.70197	 0.72022	 0.72197	 0.73522	 0.74464	 0.76872	 0.78612	 0.80860	 0.83418	 0.85765	 0.87270	 0.89840	 0.91796	 0.94361	 0.96425	 0.97604	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.03131	-0.02838	-0.03842	-0.07528	-0.10161	-0.11964	-0.12664	-0.12098	-0.11769	-0.10803	-0.09355	-0.08369	-0.06363	-0.04764	-0.04605	-0.06518	-0.04215	-0.03252	-0.04100	-0.04344	-0.04588	-0.05400	-0.06600	-0.06470	-0.06947	-0.08538	-0.07937	-0.08082	-0.07949	-0.07922	-0.08871	-0.09033	-0.09170	-0.09056	-0.09094	-0.08858	-0.08682	-0.11473	-0.14622	-0.13056	-0.13637	-0.14558	-0.16617	-0.17629	-0.18069	-0.17914	-0.17380	-0.16711	-0.15763	-0.15849	-0.15808	-0.15384	-0.14369	-0.13132	-0.11284	-0.10064	-0.08754	-0.07590	-0.07091	-0.07516	
       5	  -5.998	     NaN	     NaN	     NaN	0.096725	 -0.2194	     NaN	     NaN	   80.91	   0.000	4.989E+5	   0.042	  129.22	   14.68	    55.4	 1023.17	   24.10	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98707	 0.97702	 0.94569	 0.91137	 0.88738	 0.85798	 0.85440	 0.81399	 0.78890	 0.75216	 0.72608	 0.70758	 0.68995	 0.68647	 0.67747	 0.65379	 0.66227	 0.64510	 0.64008	 0.64226	 0.63014	 0.62469	 0.63246	 0.62017	 0.62266	 0.62599	 0.62560	 0.62596	 0.63602	 0.63703	 0.64174	 0.64989	 0.65626	 0.66241	 0.67257	 0.67923	 0.68973	 0.70034	 0.70954	 0.72186	 0.74042	 0.74160	 0.75444	 0.76480	 0.78995	 0.80788	 0.83032	 0.85567	 0.87746	 0.89035	 0.91337	 0.93033	 0.95302	 0.97225	 0.98256	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02884	-0.02653	-0.03341	-0.06172	-0.08566	-0.10290	-0.11212	-0.10768	-0.10516	-0.09657	-0.08177	-0.07478	-0.05734	-0.04507	-0.04402	-0.06249	-0.04325	-0.03365	-0.04209	-0.04432	-0.04656	-0.05424	-0.06576	-0.06409	-0.06851	-0.08356	-0.07721	-0.07808	-0.07636	-0.07571	-0.08439	-0.08546	-0.08639	-0.08477	-0.08508	-0.08290	-0.08116	-0.10959	-0.13939	-0.12320	-0.12742	-0.13542	-0.15491	-0.16423	-0.16885	-0.16741	-0.16266	-0.15655	-0.14742	-0.14874	-0.14904	-0.14548	-0.13647	-0.12498	-0.10768	-0.09658	-0.08440	-0.07388	-0.06958	-0.07439	
       6	  -5.000	     NaN	     NaN	     NaN	0.085532	 -0.2002	     NaN	     NaN	   79.03	   0.000	5.000E+5	   0.043	  129.79	   14.71	    55.6	 1023.13	   24.08	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98722	 0.96034	 0.92900	 0.90667	 0.87780	 0.87417	 0.83532	 0.81215	 0.77781	 0.75480	 0.73770	 0.72036	 0.71842	 0.71063	 0.68627	 0.69498	 0.67809	 0.67149	 0.67280	 0.66290	 0.65856	 0.66638	 0.65419	 0.65758	 0.66147	 0.66068	 0.66094	 0.66970	 0.66969	 0.67348	 0.68204	 0.68847	 0.69418	 0.70314	 0.70945	 0.71949	 0.73033	 0.73850	 0.75064	 0.76790	 0.76880	 0.78057	 0.79007	 0.81575	 0.83160	 0.85223	 0.87670	 0.89671	 0.90813	 0.92918	 0.94369	 0.96261	 0.97759	 0.98460	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02706	-0.02519	-0.03080	-0.05285	-0.07199	-0.08728	-0.09721	-0.09552	-0.09430	-0.08638	-0.07417	-0.06751	-0.05246	-0.04309	-0.04195	-0.05966	-0.04422	-0.03463	-0.04294	-0.04509	-0.04724	-0.05454	-0.06586	-0.06351	-0.06754	-0.08215	-0.07498	-0.07598	-0.07383	-0.07259	-0.08071	-0.08115	-0.08182	-0.08006	-0.08010	-0.07849	-0.07728	-0.10630	-0.13504	-0.11690	-0.11932	-0.12589	-0.14452	-0.15363	-0.15725	-0.15614	-0.15165	-0.14609	-0.13762	-0.13947	-0.14026	-0.13733	-0.12910	-0.11857	-0.10238	-0.09231	-0.08134	-0.07164	-0.06825	-0.07337	
       7	  -4.000	     NaN	     NaN	     NaN	0.074739	 -0.1731	     NaN	     NaN	   80.92	   0.000	5.013E+5	   0.043	  130.44	   14.75	    55.9	 1023.13	   24.08	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.97387	 0.94693	 0.92592	 0.89879	 0.89529	 0.85534	 0.83175	 0.79582	 0.77303	 0.75498	 0.73791	 0.73620	 0.72817	 0.70406	 0.71317	 0.69644	 0.69178	 0.69378	 0.68415	 0.68020	 0.68825	 0.67579	 0.67961	 0.68495	 0.68549	 0.68676	 0.69809	 0.69886	 0.70452	 0.71297	 0.72066	 0.72710	 0.73765	 0.74565	 0.75679	 0.76905	 0.77721	 0.78890	 0.80634	 0.80726	 0.81948	 0.82929	 0.85143	 0.86527	 0.88153	 0.90290	 0.92115	 0.92976	 0.94725	 0.95976	 0.97460	 0.98642	 0.99063	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02595	-0.02414	-0.02878	-0.04411	-0.06012	-0.07600	-0.08587	-0.08474	-0.08454	-0.07768	-0.06610	-0.06107	-0.04778	-0.04136	-0.04017	-0.05691	-0.04577	-0.03649	-0.04486	-0.04700	-0.04915	-0.05626	-0.06710	-0.06450	-0.06806	-0.08216	-0.07475	-0.07543	-0.07275	-0.07112	-0.07844	-0.07855	-0.07862	-0.07644	-0.07615	-0.07461	-0.07342	-0.10230	-0.12835	-0.10874	-0.10999	-0.11525	-0.13294	-0.14144	-0.14472	-0.14370	-0.13956	-0.13453	-0.12665	-0.12859	-0.13016	-0.12806	-0.12074	-0.11132	-0.09635	-0.08769	-0.07793	-0.06928	-0.06687	-0.07297	
       8	  -3.006	     NaN	     NaN	     NaN	0.065101	 -0.1349	     NaN	     NaN	   79.19	   0.000	5.025E+5	   0.043	  131.05	   14.78	    56.1	 1023.13	   24.06	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98701	 0.96640	 0.94850	 0.92200	 0.91980	 0.88074	 0.85658	 0.82139	 0.79771	 0.78084	 0.76308	 0.75994	 0.75145	 0.72750	 0.73673	 0.72020	 0.71511	 0.71762	 0.70891	 0.70557	 0.71623	 0.70449	 0.70806	 0.71286	 0.71267	 0.71345	 0.72355	 0.72430	 0.73019	 0.73939	 0.74741	 0.75329	 0.76318	 0.77063	 0.78126	 0.79303	 0.80229	 0.81436	 0.83188	 0.83287	 0.84465	 0.85521	 0.87637	 0.88931	 0.90476	 0.92384	 0.93861	 0.94535	 0.95936	 0.96981	 0.98125	 0.98963	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02482	-0.02331	-0.02721	-0.03742	-0.05151	-0.06547	-0.07489	-0.07444	-0.07439	-0.06766	-0.05716	-0.05372	-0.04200	-0.03810	-0.03705	-0.05293	-0.04698	-0.03829	-0.04698	-0.04932	-0.05165	-0.05866	-0.06949	-0.06649	-0.07011	-0.08368	-0.07587	-0.07599	-0.07299	-0.07087	-0.07785	-0.07750	-0.07706	-0.07448	-0.07422	-0.07238	-0.07159	-0.10041	-0.12240	-0.10075	-0.09971	-0.10343	-0.11944	-0.12700	-0.12990	-0.12891	-0.12522	-0.12046	-0.11316	-0.11576	-0.11763	-0.11632	-0.11014	-0.10194	-0.08819	-0.08091	-0.07237	-0.06525	-0.06403	-0.07086	
       9	  -1.998	     NaN	     NaN	     NaN	0.057935	 -0.0706	     NaN	     NaN	   80.73	   0.000	5.037E+5	   0.043	  131.66	   14.82	    56.4	 1023.11	   24.04	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98728	 0.97235	 0.94841	 0.94923	 0.91176	 0.88970	 0.85349	 0.82698	 0.80678	 0.78837	 0.78512	 0.77533	 0.75026	 0.75879	 0.74075	 0.73421	 0.73516	 0.72452	 0.72012	 0.72777	 0.71577	 0.72046	 0.72554	 0.72649	 0.72795	 0.73965	 0.73985	 0.74539	 0.75402	 0.76203	 0.76788	 0.77803	 0.78535	 0.79540	 0.80712	 0.81610	 0.82708	 0.84438	 0.84428	 0.85479	 0.86363	 0.88485	 0.89790	 0.91331	 0.93093	 0.94568	 0.95309	 0.96669	 0.97600	 0.98582	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02554	-0.02404	-0.02729	-0.03241	-0.04346	-0.05574	-0.06593	-0.06600	-0.06772	-0.06120	-0.05109	-0.04827	-0.03799	-0.03514	-0.03339	-0.04862	-0.05073	-0.04257	-0.05194	-0.05502	-0.05809	-0.06545	-0.07645	-0.07330	-0.07663	-0.09033	-0.08202	-0.08208	-0.07882	-0.07624	-0.08276	-0.08174	-0.08023	-0.07687	-0.07617	-0.07347	-0.07171	-0.09968	-0.11431	-0.08966	-0.08716	-0.08885	-0.10315	-0.10919	-0.11133	-0.11047	-0.10697	-0.10258	-0.09667	-0.09883	-0.10118	-0.10092	-0.09585	-0.08930	-0.07708	-0.07163	-0.06497	-0.05961	-0.05980	-0.06804	
