0	1	1			
0	-10	2000000	1	280	380
0	-9	2000000	1	280	380
0	-8	2000000	1	280	380
0	-7	2000000	1	280	380
0	-6	2000000	1	280	380
0	-5	2000000	1	280	380
0	-4	2000000	1	280	380
0	-3	2000000	1	280	380
0	-2	2000000	1	280	380
0	-1	2000000	1	280	380
0	0	2000000	1	280	380
0	1	2000000	1	280	380
0	2	2000000	1	280	380
0	3	2000000	1	280	380
0	4	2000000	1	280	380
0	5	2000000	1	280	380
0	6	2000000	1	280	380
0	7	2000000	1	280	380
0	8	2000000	1	280	380
0	9	2000000	1	280	380
0	10	2000000	1	280	380
0	11	2000000	1	280	380
0	12	2000000	1	280	380
0	12.5	2000000	1	280	380
0	13	2000000	1	280	380
0	13.5	2000000	1	280	380
0	14	2000000	1	280	380
0	14.5	2000000	1	280	380
0	15	2000000	1	280	380
0	15.5	2000000	1	280	380
0	16	2000000	1	280	380
0	16.5	2000000	1	280	380
0	17	2000000	1	280	380
0	17.5	2000000	1	280	380
0	18	2000000	1	280	380
0	18.5	2000000	1	280	380
0	19	2000000	1	280	380
0	19.5	2000000	1	280	380
0	20	2000000	1	280	380
