   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16	 Cpwu_01	 Cpwu_02	 Cpwu_03	 Cpwu_04	 Cpwu_05	 Cpwu_06	 Cpwu_07	 Cpwu_08	 Cpwu_09	 Cpwu_10	 Cpwu_11	 Cpwu_12	 Cpwu_13	 Cpwu_14	 Cpwu_15	 Cpwu_16	 Cpwu_17	 Cpwu_18	 Cpwu_19	 Cpwu_20	 Cpwu_21	 Cpwu_22	 Cpwl_01	 Cpwl_02	 Cpwl_03	 Cpwl_04	 Cpwl_05	 Cpwl_06	 Cpwl_07	 Cpwl_08	 Cpwl_09	 Cpwl_10	 Cpwl_11	 Cpwl_12	 Cpwl_13	 Cpwl_14	 Cpwl_15	 Cpwl_16	 Cpwl_17	 Cpwl_18	 Cpwl_19	 Cpwl_20	 Cpwl_21	 Cpwl_22
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00
       1	  -9.997	     NaN	     NaN	     NaN	0.000313	 -0.2548	     NaN	     NaN	  260.00	   0.000	1.994E+6	   0.177	 2244.18	   61.24	   952.7	 1024.99	   25.17	 1.00000	 1.00000	 0.99366	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.06408	-0.05933	-0.06313	-0.06380	-0.07309	-0.06414	-0.06376	-0.06061	-0.06119	-0.05838	-0.05688	-0.05625	-0.04943	-0.04555	-0.03915	-0.04181	-0.02828	-0.01830	-0.03448	-0.03475	-0.03502	-0.04129	-0.05024	-0.05783	-0.06688	-0.08376	-0.07772	-0.07809	-0.07821	-0.08308	-0.09108	-0.09369	-0.09484	-0.09362	-0.08908	-0.07858	-0.06381	-0.10029	-0.14010	-0.12073	-0.13531	-0.14607	-0.17073	-0.18312	-0.18330	-0.17984	-0.17676	-0.16717	-0.15326	-0.15351	-0.15496	-0.14768	-0.13485	-0.11964	-0.10249	-0.08903	-0.07450	-0.06283	-0.05845	-0.06347	
       2	  -9.004	     NaN	     NaN	     NaN	0.120300	 -0.2076	     NaN	     NaN	  328.45	   0.000	1.992E+6	   0.177	 2247.02	   61.32	   953.9	 1025.01	   25.58	 1.00000	 1.00000	 1.00000	 1.00000	 0.99629	 0.98958	 0.97728	 0.95712	 0.92981	 0.89048	 0.86568	 0.84042	 0.81420	 0.78702	 0.75736	 0.72071	 0.69186	 0.66279	 0.64858	 0.63785	 0.62599	 0.61663	 0.60823	 0.59862	 0.59182	 0.58520	 0.57968	 0.57517	 0.57255	 0.57161	 0.57025	 0.56941	 0.57104	 0.57276	 0.57537	 0.57942	 0.58395	 0.58985	 0.59461	 0.60309	 0.61166	 0.61844	 0.62882	 0.63872	 0.64910	 0.66021	 0.67114	 0.68152	 0.69552	 0.70724	 0.73471	 0.75749	 0.78279	 0.80780	 0.83445	 0.85397	 0.88108	 0.90143	 0.93294	 0.95750	 0.97434	 0.98660	 0.99374	 1.00000	 1.00000	 1.00000	 1.00000	-0.02889	-0.02050	-0.02974	-0.06773	-0.10423	-0.11768	-0.12436	-0.11591	-0.10751	-0.09695	-0.07993	-0.06801	-0.04490	-0.03230	-0.03461	-0.04953	-0.02875	-0.01887	-0.03517	-0.03535	-0.03554	-0.04161	-0.05017	-0.05747	-0.06611	-0.08253	-0.07617	-0.07624	-0.07601	-0.08059	-0.08834	-0.09071	-0.09220	-0.09199	-0.08955	-0.08280	-0.07134	-0.09289	-0.12101	-0.10506	-0.12000	-0.13002	-0.15394	-0.16601	-0.16643	-0.16368	-0.16143	-0.15276	-0.13996	-0.14071	-0.14281	-0.13673	-0.12509	-0.11109	-0.09526	-0.08312	-0.06979	-0.05919	-0.05562	-0.06127	
       3	  -7.996	     NaN	     NaN	     NaN	0.108859	 -0.1933	     NaN	     NaN	  332.31	   0.000	1.995E+6	   0.177	 2258.83	   61.50	   958.9	 1025.01	   25.76	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99378	 0.98482	 0.97030	 0.94833	 0.91330	 0.89106	 0.86633	 0.84137	 0.81490	 0.78547	 0.74862	 0.71892	 0.68960	 0.67584	 0.66517	 0.65401	 0.64388	 0.63511	 0.62570	 0.61789	 0.61147	 0.60570	 0.60051	 0.59732	 0.59554	 0.59377	 0.59258	 0.59436	 0.59629	 0.59871	 0.60262	 0.60691	 0.61280	 0.61811	 0.62596	 0.63476	 0.64215	 0.65220	 0.66239	 0.67252	 0.68382	 0.69483	 0.70560	 0.71913	 0.73066	 0.75731	 0.78000	 0.80474	 0.82860	 0.85278	 0.87066	 0.89480	 0.91462	 0.94340	 0.96546	 0.97940	 0.98961	 0.99539	 1.00000	 1.00000	 1.00000	 1.00000	-0.02545	-0.01751	-0.02340	-0.05206	-0.08523	-0.09694	-0.10570	-0.10052	-0.09450	-0.08527	-0.07147	-0.06079	-0.04084	-0.03008	-0.03225	-0.04625	-0.02885	-0.01899	-0.03508	-0.03501	-0.03494	-0.04054	-0.04857	-0.05529	-0.06340	-0.07912	-0.07232	-0.07193	-0.07116	-0.07515	-0.08221	-0.08398	-0.08494	-0.08446	-0.08188	-0.07551	-0.06444	-0.08442	-0.11267	-0.09686	-0.11043	-0.11926	-0.14214	-0.15365	-0.15408	-0.15173	-0.14995	-0.14191	-0.12981	-0.13098	-0.13370	-0.12857	-0.11783	-0.10486	-0.09010	-0.07905	-0.06674	-0.05697	-0.05410	-0.06025	
       4	  -6.998	     NaN	     NaN	     NaN	0.098800	 -0.1775	     NaN	     NaN	  328.98	   0.000	1.999E+6	   0.178	 2271.36	   61.68	   964.1	 1025.01	   25.94	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99672	 0.98971	 0.97803	 0.95924	 0.92773	 0.90671	 0.88337	 0.86106	 0.83777	 0.81043	 0.77598	 0.74734	 0.71972	 0.70638	 0.69516	 0.68326	 0.67248	 0.66338	 0.65348	 0.64527	 0.63792	 0.63082	 0.62593	 0.62246	 0.61984	 0.61819	 0.61629	 0.61723	 0.61864	 0.62108	 0.62474	 0.62938	 0.63507	 0.64079	 0.64848	 0.65723	 0.66439	 0.67414	 0.68442	 0.69500	 0.70631	 0.71781	 0.72875	 0.74170	 0.75331	 0.77909	 0.80045	 0.82482	 0.84830	 0.87237	 0.88929	 0.91181	 0.92955	 0.95400	 0.97247	 0.98336	 0.99145	 0.99601	 1.00000	 1.00000	 1.00000	 1.00000	-0.02264	-0.01516	-0.01946	-0.04144	-0.07160	-0.08109	-0.09095	-0.08764	-0.08385	-0.07627	-0.06372	-0.05473	-0.03709	-0.02852	-0.03023	-0.04342	-0.02953	-0.01967	-0.03555	-0.03529	-0.03502	-0.04019	-0.04772	-0.05391	-0.06148	-0.07653	-0.06929	-0.06850	-0.06723	-0.07065	-0.07709	-0.07824	-0.07872	-0.07795	-0.07539	-0.06951	-0.05947	-0.08233	-0.10896	-0.09004	-0.10177	-0.10930	-0.13117	-0.14210	-0.14250	-0.14051	-0.13920	-0.13174	-0.12034	-0.12193	-0.12517	-0.12085	-0.11101	-0.09905	-0.08538	-0.07535	-0.06405	-0.05517	-0.05297	-0.05963	
       5	  -5.998	     NaN	     NaN	     NaN	0.089461	 -0.1588	     NaN	     NaN	  331.31	   0.000	2.004E+6	   0.178	 2285.48	   61.89	   970.0	 1025.00	   26.11	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99482	 0.98690	 0.97177	 0.94495	 0.92746	 0.90681	 0.88614	 0.86367	 0.83752	 0.80419	 0.77623	 0.74799	 0.73455	 0.72335	 0.71170	 0.70014	 0.69084	 0.68127	 0.67270	 0.66605	 0.65976	 0.65405	 0.64981	 0.64665	 0.64467	 0.64303	 0.64367	 0.64456	 0.64667	 0.64945	 0.65369	 0.65806	 0.66313	 0.67000	 0.67774	 0.68434	 0.69369	 0.70347	 0.71312	 0.72405	 0.73470	 0.74581	 0.75845	 0.76939	 0.79463	 0.81485	 0.83801	 0.85962	 0.88249	 0.89898	 0.91998	 0.93582	 0.95861	 0.97541	 0.98594	 0.99347	 0.99755	 1.00000	 1.00000	 1.00000	 1.00000	-0.01966	-0.01270	-0.01596	-0.03212	-0.05916	-0.06525	-0.07563	-0.07396	-0.07177	-0.06554	-0.05486	-0.04734	-0.03225	-0.02622	-0.02787	-0.03962	-0.02983	-0.01998	-0.03577	-0.03533	-0.03488	-0.03969	-0.04678	-0.05246	-0.05958	-0.07403	-0.06637	-0.06516	-0.06346	-0.06637	-0.07221	-0.07281	-0.07281	-0.07180	-0.06912	-0.06347	-0.05368	-0.07503	-0.10125	-0.08214	-0.09244	-0.09879	-0.11954	-0.12981	-0.13006	-0.12839	-0.12750	-0.12062	-0.10989	-0.11191	-0.11568	-0.11213	-0.10323	-0.09228	-0.07975	-0.07075	-0.06048	-0.05248	-0.05101	-0.05819	
       6	  -5.000	     NaN	     NaN	     NaN	0.080970	 -0.1353	     NaN	     NaN	  328.65	   0.000	2.008E+6	   0.179	 2297.97	   62.08	   975.3	 1025.00	   26.25	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99781	 0.99232	 0.98046	 0.95838	 0.94333	 0.92451	 0.90563	 0.88491	 0.86059	 0.82897	 0.80174	 0.77428	 0.76152	 0.75068	 0.73920	 0.72853	 0.71923	 0.70894	 0.69992	 0.69169	 0.68453	 0.67867	 0.67374	 0.66978	 0.66706	 0.66452	 0.66440	 0.66500	 0.66787	 0.67069	 0.67422	 0.67898	 0.68502	 0.69192	 0.69980	 0.70660	 0.71555	 0.72523	 0.73454	 0.74515	 0.75572	 0.76631	 0.77827	 0.78896	 0.81322	 0.83303	 0.85478	 0.87521	 0.89570	 0.91065	 0.92927	 0.94381	 0.96442	 0.97898	 0.98776	 0.99425	 0.99780	 1.00000	 1.00000	 1.00000	 1.00000	-0.01769	-0.01109	-0.01389	-0.02563	-0.05043	-0.05455	-0.06474	-0.06432	-0.06342	-0.05800	-0.04845	-0.04201	-0.02886	-0.02433	-0.02531	-0.03668	-0.03058	-0.02078	-0.03654	-0.03601	-0.03549	-0.04003	-0.04681	-0.05207	-0.05880	-0.07275	-0.06471	-0.06318	-0.06110	-0.06355	-0.06885	-0.06895	-0.06856	-0.06727	-0.06457	-0.05922	-0.05010	-0.07374	-0.09730	-0.07514	-0.08361	-0.08862	-0.10817	-0.11768	-0.11774	-0.11629	-0.11574	-0.10941	-0.09935	-0.10176	-0.10601	-0.10323	-0.09526	-0.08533	-0.07394	-0.06604	-0.05684	-0.04978	-0.04913	-0.05687	
       7	  -4.000	     NaN	     NaN	     NaN	0.073490	 -0.1042	     NaN	     NaN	  331.15	   0.000	2.012E+6	   0.179	 2309.53	   62.25	   980.1	 1024.98	   26.39	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99613	 0.98830	 0.97047	 0.95791	 0.94178	 0.92477	 0.90547	 0.88203	 0.85171	 0.82537	 0.79899	 0.78720	 0.77694	 0.76543	 0.75401	 0.74486	 0.73474	 0.72558	 0.71765	 0.71003	 0.70388	 0.69915	 0.69553	 0.69322	 0.69119	 0.69131	 0.69132	 0.69260	 0.69444	 0.69768	 0.70168	 0.70662	 0.71277	 0.72007	 0.72610	 0.73456	 0.74380	 0.75312	 0.76287	 0.77277	 0.78268	 0.79390	 0.80412	 0.82709	 0.84522	 0.86544	 0.88504	 0.90420	 0.91769	 0.93541	 0.94856	 0.96734	 0.98083	 0.98830	 0.99371	 0.99703	 1.00000	 1.00000	 1.00000	 1.00000	-0.01673	-0.01045	-0.01314	-0.02147	-0.04362	-0.04611	-0.05587	-0.05646	-0.05636	-0.05129	-0.04279	-0.03778	-0.02618	-0.02278	-0.02348	-0.03286	-0.03201	-0.02245	-0.03830	-0.03785	-0.03741	-0.04176	-0.04828	-0.05321	-0.05959	-0.07320	-0.06481	-0.06299	-0.06051	-0.06249	-0.06734	-0.06697	-0.06613	-0.06452	-0.06161	-0.05624	-0.04698	-0.06873	-0.09009	-0.06743	-0.07432	-0.07791	-0.09610	-0.10469	-0.10447	-0.10316	-0.10295	-0.09714	-0.08779	-0.09058	-0.09535	-0.09346	-0.08646	-0.07770	-0.06749	-0.06085	-0.05287	-0.04697	-0.04722	-0.05572	
       8	  -3.002	     NaN	     NaN	     NaN	0.067087	 -0.0558	     NaN	     NaN	  328.74	   0.000	2.015E+6	   0.180	 2318.86	   62.39	   984.0	 1024.98	   26.51	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99332	 0.98036	 0.96960	 0.95520	 0.93955	 0.92160	 0.89902	 0.86996	 0.84454	 0.81816	 0.80566	 0.79499	 0.78334	 0.77182	 0.76236	 0.75147	 0.74262	 0.73437	 0.72735	 0.72176	 0.71741	 0.71352	 0.71118	 0.70895	 0.70880	 0.70884	 0.71058	 0.71287	 0.71664	 0.72027	 0.72581	 0.73158	 0.73870	 0.74461	 0.75246	 0.76127	 0.76938	 0.77844	 0.78789	 0.79722	 0.80763	 0.81757	 0.83911	 0.85674	 0.87653	 0.89519	 0.91343	 0.92628	 0.94294	 0.95500	 0.97203	 0.98396	 0.99110	 0.99588	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01649	-0.01023	-0.01276	-0.01740	-0.03690	-0.03834	-0.04804	-0.04916	-0.04986	-0.04544	-0.03805	-0.03340	-0.02295	-0.02001	-0.02009	-0.02838	-0.03360	-0.02456	-0.04075	-0.04065	-0.04054	-0.04508	-0.05154	-0.05632	-0.06257	-0.07602	-0.06731	-0.06523	-0.06248	-0.06407	-0.06853	-0.06763	-0.06627	-0.06417	-0.06102	-0.05537	-0.04618	-0.06925	-0.08488	-0.05863	-0.06326	-0.06500	-0.08157	-0.08896	-0.08822	-0.08689	-0.08690	-0.08162	-0.07301	-0.07612	-0.08144	-0.08043	-0.07453	-0.06707	-0.05829	-0.05315	-0.04669	-0.04221	-0.04371	-0.05325	
       9	  -2.004	     NaN	     NaN	     NaN	0.060423	  0.0145	     NaN	     NaN	  331.38	   0.000	1.986E+6	   0.177	 2254.22	   61.52	   956.9	 1024.97	   26.61	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99259	 0.97675	 0.94848	 0.90223	 0.87596	 0.84784	 0.82353	 0.80106	 0.77808	 0.75443	 0.73900	 0.72787	 0.72431	 0.72245	 0.72055	 0.71991	 0.72096	 0.72253	 0.72578	 0.72964	 0.73521	 0.74102	 0.74743	 0.75372	 0.76140	 0.76968	 0.77960	 0.78836	 0.79939	 0.80763	 0.81851	 0.82818	 0.83895	 0.84891	 0.85970	 0.86859	 0.87880	 0.88897	 0.89773	 0.90632	 0.91400	 0.92100	 0.92893	 0.93578	 0.94889	 0.95806	 0.96720	 0.97556	 0.98229	 0.98619	 0.99074	 0.99345	 0.99713	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01596	-0.00980	-0.01282	-0.02280	-0.04241	-0.04026	-0.04407	-0.04130	-0.03804	-0.03031	-0.02410	-0.02261	-0.01592	-0.01673	-0.01697	-0.02464	-0.03630	-0.02812	-0.04508	-0.04576	-0.04643	-0.05151	-0.05830	-0.06314	-0.06956	-0.08310	-0.07416	-0.07189	-0.06889	-0.07019	-0.07424	-0.07292	-0.07078	-0.06785	-0.06407	-0.05746	-0.04704	-0.06671	-0.07554	-0.04789	-0.05010	-0.04986	-0.06451	-0.07042	-0.06895	-0.06751	-0.06765	-0.06291	-0.05510	-0.05853	-0.06429	-0.06421	-0.05955	-0.05349	-0.04643	-0.04307	-0.03851	-0.03580	-0.03891	-0.04979	
