   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16	 Cpwu_01	 Cpwu_02	 Cpwu_03	 Cpwu_04	 Cpwu_05	 Cpwu_06	 Cpwu_07	 Cpwu_08	 Cpwu_09	 Cpwu_10	 Cpwu_11	 Cpwu_12	 Cpwu_13	 Cpwu_14	 Cpwu_15	 Cpwu_16	 Cpwu_17	 Cpwu_18	 Cpwu_19	 Cpwu_20	 Cpwu_21	 Cpwu_22	 Cpwl_01	 Cpwl_02	 Cpwl_03	 Cpwl_04	 Cpwl_05	 Cpwl_06	 Cpwl_07	 Cpwl_08	 Cpwl_09	 Cpwl_10	 Cpwl_11	 Cpwl_12	 Cpwl_13	 Cpwl_14	 Cpwl_15	 Cpwl_16	 Cpwl_17	 Cpwl_18	 Cpwl_19	 Cpwl_20	 Cpwl_21	 Cpwl_22
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00
       1	  -9.997	     NaN	     NaN	     NaN	0.148339	 -0.2962	     NaN	     NaN	   81.02	   0.000	9.819E+5	   0.083	  495.74	   28.68	   212.0	 1025.54	   23.24	 1.00000	 1.00000	 1.00000	 1.00000	 0.98758	 0.97447	 0.95724	 0.93249	 0.89943	 0.85710	 0.83140	 0.80815	 0.78440	 0.75912	 0.73269	 0.70060	 0.67256	 0.64401	 0.62948	 0.61921	 0.60860	 0.59957	 0.59074	 0.57623	 0.56988	 0.56178	 0.55369	 0.54883	 0.54413	 0.54019	 0.53578	 0.53181	 0.53156	 0.53077	 0.52938	 0.53107	 0.53261	 0.53539	 0.53672	 0.54202	 0.54763	 0.55074	 0.55803	 0.56367	 0.57065	 0.57762	 0.58655	 0.59338	 0.60409	 0.61222	 0.63456	 0.65480	 0.67816	 0.70434	 0.73111	 0.75379	 0.78540	 0.81097	 0.85272	 0.89237	 0.92313	 0.94947	 0.96994	 0.99005	 1.00000	 1.00000	 1.00000	-0.03617	-0.02930	-0.05142	-0.10532	-0.13877	-0.16119	-0.17384	-0.16802	-0.15690	-0.14439	-0.12811	-0.11665	-0.09067	-0.05631	-0.04681	-0.06071	-0.02566	-0.01569	-0.03258	-0.03234	-0.03210	-0.03672	-0.04309	-0.04430	-0.04520	-0.08967	-0.07899	-0.07758	-0.07563	-0.07875	-0.09030	-0.09279	-0.09567	-0.09794	-0.09710	-0.09366	-0.08844	-0.11257	-0.14987	-0.13926	-0.15148	-0.16539	-0.18754	-0.20106	-0.20221	-0.19934	-0.19518	-0.18620	-0.17518	-0.17387	-0.17147	-0.16455	-0.15105	-0.13501	-0.11691	-0.10126	-0.08463	-0.07097	-0.06476	-0.06725	
       2	  -9.000	     NaN	     NaN	     NaN	0.132734	 -0.2772	     NaN	     NaN	   78.84	   0.000	9.848E+5	   0.083	  498.88	   28.77	   213.4	 1025.55	   23.30	 1.00000	 1.00000	 1.00000	 1.00000	 0.99490	 0.98687	 0.97559	 0.95596	 0.92699	 0.88753	 0.86309	 0.83654	 0.81184	 0.78515	 0.75628	 0.72104	 0.69391	 0.66710	 0.65184	 0.64083	 0.62972	 0.61898	 0.60979	 0.59634	 0.58919	 0.58188	 0.57409	 0.56859	 0.56327	 0.55887	 0.55493	 0.55104	 0.54942	 0.54812	 0.54642	 0.54851	 0.55004	 0.55252	 0.55446	 0.55997	 0.56673	 0.57107	 0.57793	 0.58332	 0.59144	 0.59946	 0.60957	 0.61741	 0.62854	 0.63866	 0.66317	 0.68506	 0.71047	 0.73573	 0.76190	 0.78356	 0.81525	 0.84036	 0.88244	 0.91983	 0.94688	 0.96955	 0.98305	 0.99413	 1.00000	 1.00000	 1.00000	-0.03221	-0.02480	-0.03830	-0.08313	-0.11501	-0.13621	-0.14691	-0.14163	-0.13591	-0.12601	-0.11276	-0.10129	-0.07669	-0.04852	-0.04305	-0.05733	-0.02597	-0.01603	-0.03275	-0.03230	-0.03184	-0.03607	-0.04194	-0.04260	-0.04304	-0.08661	-0.07543	-0.07361	-0.07110	-0.07354	-0.08429	-0.08596	-0.08822	-0.09011	-0.08914	-0.08600	-0.08157	-0.10628	-0.14255	-0.13024	-0.14057	-0.15304	-0.17421	-0.18712	-0.18824	-0.18567	-0.18209	-0.17390	-0.16362	-0.16282	-0.16102	-0.15495	-0.14247	-0.12764	-0.11076	-0.09620	-0.08076	-0.06809	-0.06274	-0.06582	
       3	  -7.996	     NaN	     NaN	     NaN	0.119806	 -0.2613	     NaN	     NaN	   81.08	   0.000	9.875E+5	   0.084	  501.76	   28.86	   214.6	 1025.54	   23.34	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99215	 0.98262	 0.96508	 0.94002	 0.90537	 0.88375	 0.86046	 0.83613	 0.81036	 0.78231	 0.74851	 0.71980	 0.69082	 0.67688	 0.66669	 0.65477	 0.64383	 0.63443	 0.62148	 0.61363	 0.60530	 0.59658	 0.59067	 0.58498	 0.58076	 0.57690	 0.57335	 0.57241	 0.57077	 0.57017	 0.57363	 0.57656	 0.58003	 0.58390	 0.58925	 0.59590	 0.59976	 0.60746	 0.61519	 0.62455	 0.63413	 0.64429	 0.65266	 0.66359	 0.67298	 0.69731	 0.71641	 0.73943	 0.76417	 0.78904	 0.80999	 0.83884	 0.86178	 0.89981	 0.93339	 0.95697	 0.97603	 0.98824	 1.00000	 1.00000	 1.00000	 1.00000	-0.02853	-0.02102	-0.02898	-0.06497	-0.09401	-0.11519	-0.12715	-0.12420	-0.11976	-0.11372	-0.10186	-0.09084	-0.06807	-0.04383	-0.04042	-0.05403	-0.02622	-0.01636	-0.03291	-0.03214	-0.03138	-0.03520	-0.04057	-0.04061	-0.04049	-0.08337	-0.07174	-0.06947	-0.06635	-0.06820	-0.07827	-0.07916	-0.08088	-0.08231	-0.08119	-0.07833	-0.07459	-0.10002	-0.13549	-0.12150	-0.13036	-0.14140	-0.16174	-0.17406	-0.17525	-0.17313	-0.17007	-0.16247	-0.15295	-0.15262	-0.15145	-0.14628	-0.13475	-0.12095	-0.10528	-0.09181	-0.07743	-0.06568	-0.06113	-0.06490	
       4	  -7.002	     NaN	     NaN	     NaN	0.109606	 -0.2470	     NaN	     NaN	   78.73	   0.000	9.900E+5	   0.084	  504.47	   28.94	   215.7	 1025.54	   23.38	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98924	 0.97542	 0.95218	 0.91923	 0.89855	 0.87709	 0.85591	 0.83228	 0.80475	 0.77248	 0.74531	 0.71662	 0.70222	 0.69163	 0.68063	 0.66999	 0.65989	 0.64726	 0.63825	 0.62992	 0.62298	 0.61767	 0.61201	 0.60853	 0.60473	 0.60167	 0.60049	 0.59979	 0.59886	 0.60096	 0.60315	 0.60571	 0.60886	 0.61379	 0.62052	 0.62492	 0.63210	 0.63800	 0.64589	 0.65400	 0.66390	 0.67207	 0.68236	 0.69207	 0.71487	 0.73438	 0.75710	 0.78176	 0.80817	 0.82848	 0.85670	 0.87808	 0.91235	 0.94216	 0.96394	 0.98018	 0.99010	 1.00000	 1.00000	 1.00000	 1.00000	-0.02506	-0.01811	-0.02352	-0.05315	-0.07987	-0.09980	-0.11117	-0.10936	-0.10629	-0.10185	-0.09113	-0.08164	-0.05967	-0.03991	-0.03815	-0.05120	-0.02625	-0.01635	-0.03267	-0.03154	-0.03041	-0.03395	-0.03875	-0.03819	-0.03762	-0.07955	-0.06750	-0.06480	-0.06121	-0.06247	-0.07191	-0.07221	-0.07343	-0.07458	-0.07346	-0.07123	-0.06821	-0.09432	-0.12890	-0.11339	-0.12060	-0.13065	-0.14973	-0.16150	-0.16271	-0.16094	-0.15840	-0.15145	-0.14252	-0.14273	-0.14218	-0.13779	-0.12721	-0.11440	-0.09985	-0.08750	-0.07408	-0.06322	-0.05928	-0.06347	
       5	  -5.998	     NaN	     NaN	     NaN	0.099180	 -0.2280	     NaN	     NaN	   81.32	   0.000	9.925E+5	   0.084	  507.17	   29.02	   216.9	 1025.52	   23.40	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99519	 0.98473	 0.96580	 0.93748	 0.91909	 0.89900	 0.87745	 0.85414	 0.82805	 0.79590	 0.76663	 0.73935	 0.72554	 0.71496	 0.70385	 0.69297	 0.68370	 0.67217	 0.66398	 0.65608	 0.64760	 0.64211	 0.63686	 0.63290	 0.62854	 0.62349	 0.62226	 0.62101	 0.62089	 0.62339	 0.62664	 0.62926	 0.63251	 0.63697	 0.64334	 0.64834	 0.65532	 0.66239	 0.67088	 0.67904	 0.68888	 0.69768	 0.70827	 0.71931	 0.74273	 0.76199	 0.78430	 0.80762	 0.83154	 0.85016	 0.87617	 0.89475	 0.92652	 0.95230	 0.96966	 0.98293	 0.99161	 1.00000	 1.00000	 1.00000	 1.00000	-0.02246	-0.01592	-0.01995	-0.04245	-0.06547	-0.08352	-0.09638	-0.09697	-0.09482	-0.09043	-0.08130	-0.07267	-0.05363	-0.03742	-0.03571	-0.04823	-0.02700	-0.01737	-0.03350	-0.03222	-0.03094	-0.03406	-0.03842	-0.03741	-0.03651	-0.07769	-0.06524	-0.06211	-0.05808	-0.05875	-0.06751	-0.06715	-0.06794	-0.06880	-0.06742	-0.06547	-0.06277	-0.08946	-0.12271	-0.10554	-0.11133	-0.12013	-0.13831	-0.14943	-0.15052	-0.14908	-0.14692	-0.14058	-0.13242	-0.13306	-0.13298	-0.12933	-0.11972	-0.10801	-0.09450	-0.08328	-0.07095	-0.06101	-0.05786	-0.06267	
       6	  -4.993	     NaN	     NaN	     NaN	0.086556	 -0.2061	     NaN	     NaN	   78.66	   0.000	9.950E+5	   0.084	  509.81	   29.09	   218.0	 1025.52	   23.43	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99023	 0.97513	 0.95042	 0.93326	 0.91323	 0.89238	 0.86993	 0.84500	 0.81392	 0.78713	 0.76037	 0.74712	 0.73725	 0.72657	 0.71627	 0.70715	 0.69621	 0.68728	 0.68036	 0.67366	 0.66841	 0.66314	 0.65939	 0.65669	 0.65408	 0.65405	 0.65335	 0.65436	 0.65661	 0.65985	 0.66327	 0.66874	 0.67365	 0.68112	 0.68678	 0.69492	 0.70260	 0.71160	 0.72055	 0.73146	 0.73994	 0.74990	 0.75997	 0.78227	 0.80116	 0.82238	 0.84364	 0.86546	 0.88181	 0.90390	 0.92069	 0.94674	 0.96807	 0.98102	 0.99028	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02054	-0.01445	-0.01752	-0.03508	-0.05440	-0.07057	-0.08348	-0.08457	-0.08395	-0.08001	-0.07173	-0.06430	-0.04634	-0.03406	-0.03377	-0.04559	-0.02810	-0.01836	-0.03455	-0.03316	-0.03177	-0.03455	-0.03846	-0.03701	-0.03580	-0.07632	-0.06348	-0.06001	-0.05554	-0.05574	-0.06396	-0.06303	-0.06329	-0.06389	-0.06257	-0.06090	-0.05868	-0.08549	-0.11697	-0.09820	-0.10241	-0.10990	-0.12682	-0.13730	-0.13826	-0.13707	-0.13524	-0.12943	-0.12188	-0.12292	-0.12343	-0.12057	-0.11190	-0.10120	-0.08890	-0.07876	-0.06760	-0.05863	-0.05623	-0.06169	
       7	  -3.996	     NaN	     NaN	     NaN	0.076962	 -0.1769	     NaN	     NaN	   81.31	   0.000	9.974E+5	   0.084	  512.33	   29.17	   219.1	 1025.52	   23.44	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98461	 0.96386	 0.94902	 0.93054	 0.91248	 0.88971	 0.86400	 0.83253	 0.80586	 0.77815	 0.76515	 0.75465	 0.74358	 0.73319	 0.72456	 0.71338	 0.70569	 0.69838	 0.69242	 0.68806	 0.68366	 0.68097	 0.67940	 0.67681	 0.67785	 0.67864	 0.68015	 0.68261	 0.68692	 0.69072	 0.69681	 0.70186	 0.70977	 0.71530	 0.72275	 0.73123	 0.74034	 0.74931	 0.76017	 0.76916	 0.77889	 0.78901	 0.81107	 0.82838	 0.84946	 0.86897	 0.88809	 0.90259	 0.92258	 0.93792	 0.96072	 0.97628	 0.98667	 0.99365	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01922	-0.01352	-0.01600	-0.02853	-0.04544	-0.05968	-0.07163	-0.07382	-0.07356	-0.06979	-0.06246	-0.05588	-0.03992	-0.03126	-0.03162	-0.04272	-0.02970	-0.02021	-0.03645	-0.03509	-0.03373	-0.03628	-0.03985	-0.03813	-0.03656	-0.07666	-0.06335	-0.05956	-0.05472	-0.05448	-0.06211	-0.06072	-0.06049	-0.06068	-0.05922	-0.05752	-0.05531	-0.08246	-0.11078	-0.09043	-0.09303	-0.09913	-0.11494	-0.12459	-0.12533	-0.12423	-0.12273	-0.11747	-0.11058	-0.11199	-0.11305	-0.11087	-0.10323	-0.09365	-0.08256	-0.07362	-0.06369	-0.05585	-0.05443	-0.06067	
       8	  -3.002	     NaN	     NaN	     NaN	0.068058	 -0.1329	     NaN	     NaN	   78.76	   0.000	9.996E+5	   0.085	  514.73	   29.24	   220.1	 1025.52	   23.47	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99324	 0.97888	 0.96708	 0.95121	 0.93395	 0.91319	 0.88884	 0.85861	 0.83126	 0.80380	 0.79029	 0.77920	 0.76753	 0.75611	 0.74728	 0.73655	 0.72809	 0.72127	 0.71442	 0.70939	 0.70423	 0.70083	 0.69883	 0.69667	 0.69766	 0.69804	 0.69962	 0.70226	 0.70574	 0.70889	 0.71428	 0.71932	 0.72673	 0.73294	 0.74130	 0.74911	 0.75770	 0.76688	 0.77837	 0.78904	 0.79910	 0.80961	 0.83272	 0.85178	 0.87208	 0.89212	 0.91166	 0.92503	 0.94211	 0.95406	 0.97205	 0.98459	 0.99130	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01840	-0.01283	-0.01511	-0.02347	-0.03752	-0.04929	-0.06179	-0.06497	-0.06518	-0.06139	-0.05400	-0.04817	-0.03382	-0.02739	-0.02826	-0.03880	-0.03161	-0.02265	-0.03918	-0.03806	-0.03694	-0.03960	-0.04317	-0.04107	-0.03922	-0.07931	-0.06561	-0.06143	-0.05621	-0.05552	-0.06251	-0.06085	-0.06001	-0.05977	-0.05792	-0.05594	-0.05371	-0.08034	-0.10395	-0.08144	-0.08197	-0.08640	-0.10072	-0.10918	-0.10947	-0.10843	-0.10733	-0.10255	-0.09619	-0.09806	-0.09971	-0.09843	-0.09178	-0.08348	-0.07374	-0.06637	-0.05795	-0.05150	-0.05130	-0.05853	
       9	  -1.995	     NaN	     NaN	     NaN	0.060094	 -0.0595	     NaN	     NaN	   81.28	   0.000	1.002E+6	   0.085	  517.18	   29.31	   221.2	 1025.52	   23.49	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99503	 0.98875	 0.97873	 0.96727	 0.95103	 0.93019	 0.90051	 0.87201	 0.84203	 0.82739	 0.81524	 0.80221	 0.78974	 0.77911	 0.76584	 0.75477	 0.74556	 0.73751	 0.73132	 0.72495	 0.72025	 0.71696	 0.71342	 0.71315	 0.71281	 0.71413	 0.71622	 0.71901	 0.72214	 0.72695	 0.73191	 0.73979	 0.74595	 0.75518	 0.76400	 0.77323	 0.78211	 0.79343	 0.80265	 0.81190	 0.82153	 0.84352	 0.86128	 0.88126	 0.89980	 0.91754	 0.93095	 0.94729	 0.95847	 0.97565	 0.98710	 0.99337	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01816	-0.01253	-0.01443	-0.01865	-0.02875	-0.03864	-0.05108	-0.05449	-0.05621	-0.05284	-0.04556	-0.04089	-0.02779	-0.02313	-0.02345	-0.03297	-0.03429	-0.02629	-0.04372	-0.04345	-0.04319	-0.04631	-0.04996	-0.04800	-0.04621	-0.08664	-0.07244	-0.06796	-0.06241	-0.06135	-0.06781	-0.06533	-0.06368	-0.06247	-0.05991	-0.05684	-0.05382	-0.07939	-0.09478	-0.06930	-0.06732	-0.06951	-0.08182	-0.08877	-0.08812	-0.08685	-0.08587	-0.08159	-0.07629	-0.07818	-0.08044	-0.08013	-0.07477	-0.06805	-0.06011	-0.05466	-0.04822	-0.04379	-0.04537	-0.05414	
