   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16	 Cpwu_01	 Cpwu_02	 Cpwu_03	 Cpwu_04	 Cpwu_05	 Cpwu_06	 Cpwu_07	 Cpwu_08	 Cpwu_09	 Cpwu_10	 Cpwu_11	 Cpwu_12	 Cpwu_13	 Cpwu_14	 Cpwu_15	 Cpwu_16	 Cpwu_17	 Cpwu_18	 Cpwu_19	 Cpwu_20	 Cpwu_21	 Cpwu_22	 Cpwl_01	 Cpwl_02	 Cpwl_03	 Cpwl_04	 Cpwl_05	 Cpwl_06	 Cpwl_07	 Cpwl_08	 Cpwl_09	 Cpwl_10	 Cpwl_11	 Cpwl_12	 Cpwl_13	 Cpwl_14	 Cpwl_15	 Cpwl_16	 Cpwl_17	 Cpwl_18	 Cpwl_19	 Cpwl_20	 Cpwl_21	 Cpwl_22
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00
       1	  -9.994	     NaN	     NaN	     NaN	0.146531	 -0.2960	     NaN	     NaN	   78.75	   0.000	5.069E+5	   0.043	  133.47	   14.92	    57.2	 1022.93	   24.12	 1.00000	 1.00000	 1.00000	 1.00000	 0.98115	 0.97034	 0.94190	 0.92251	 0.87687	 0.83582	 0.80311	 0.76794	 0.77200	 0.71859	 0.69223	 0.65374	 0.63026	 0.61568	 0.59255	 0.59382	 0.58699	 0.55261	 0.57212	 0.54690	 0.54725	 0.54961	 0.53502	 0.52707	 0.54164	 0.52138	 0.52674	 0.53209	 0.53041	 0.52833	 0.53908	 0.53861	 0.54331	 0.55046	 0.55441	 0.56166	 0.57165	 0.57483	 0.58304	 0.59432	 0.60425	 0.61464	 0.63581	 0.63110	 0.64536	 0.65369	 0.67944	 0.69645	 0.71793	 0.74534	 0.77162	 0.78867	 0.82100	 0.84769	 0.88791	 0.92373	 0.94556	 0.97001	 0.98224	 0.99078	 1.00000	 1.00000	 1.00000	-0.03909	-0.03935	-0.06624	-0.12281	-0.15598	-0.17642	-0.18610	-0.17223	-0.16459	-0.14997	-0.13015	-0.11721	-0.09235	-0.06088	-0.05181	-0.07409	-0.03934	-0.02993	-0.04058	-0.04285	-0.04512	-0.05409	-0.06992	-0.06500	-0.07021	-0.09627	-0.08834	-0.09231	-0.09285	-0.09298	-0.10498	-0.10903	-0.11271	-0.11153	-0.11377	-0.11033	-0.10612	-0.13296	-0.16604	-0.15756	-0.16738	-0.17951	-0.20499	-0.21540	-0.22135	-0.21885	-0.21212	-0.20285	-0.19102	-0.19070	-0.18798	-0.18087	-0.16941	-0.15329	-0.13050	-0.11486	-0.09813	-0.08384	-0.07670	-0.07880	
       2	  -9.000	     NaN	     NaN	     NaN	0.129155	 -0.2749	     NaN	     NaN	   81.30	   0.000	4.853E+5	   0.041	  122.31	   14.29	    52.4	 1022.93	   24.12	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99027	 0.96735	 0.95117	 0.90495	 0.86496	 0.83263	 0.79636	 0.80358	 0.74852	 0.72276	 0.68163	 0.65665	 0.64509	 0.62113	 0.62262	 0.61428	 0.57688	 0.59820	 0.57075	 0.56732	 0.57121	 0.55589	 0.55048	 0.56551	 0.54486	 0.54904	 0.55338	 0.55061	 0.54846	 0.55974	 0.55787	 0.56268	 0.57049	 0.57494	 0.58072	 0.59067	 0.59394	 0.60348	 0.61417	 0.62388	 0.63672	 0.65969	 0.65657	 0.67067	 0.68059	 0.70965	 0.72855	 0.75419	 0.78137	 0.80826	 0.82436	 0.85322	 0.87664	 0.91105	 0.94337	 0.96294	 0.98408	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.03156	-0.03159	-0.05274	-0.10459	-0.13279	-0.14935	-0.15903	-0.14890	-0.14462	-0.12982	-0.11130	-0.10039	-0.07887	-0.05331	-0.04577	-0.06772	-0.03821	-0.02862	-0.03813	-0.04089	-0.04366	-0.05230	-0.06854	-0.06209	-0.06693	-0.09185	-0.08312	-0.08713	-0.08743	-0.08640	-0.09774	-0.10095	-0.10388	-0.10178	-0.10399	-0.10038	-0.09684	-0.12466	-0.15548	-0.14594	-0.15373	-0.16434	-0.18940	-0.19901	-0.20533	-0.20348	-0.19696	-0.18868	-0.17702	-0.17738	-0.17561	-0.16917	-0.15907	-0.14417	-0.12215	-0.10780	-0.09250	-0.07902	-0.07286	-0.07588	
       3	  -8.003	     NaN	     NaN	     NaN	0.117007	 -0.2582	     NaN	     NaN	   78.64	   0.000	5.015E+5	   0.043	  130.64	   14.76	    56.0	 1022.95	   24.13	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.97758	 0.96370	 0.92264	 0.88719	 0.85973	 0.82469	 0.83057	 0.77782	 0.75351	 0.71558	 0.69154	 0.67796	 0.65476	 0.65577	 0.64781	 0.61141	 0.63089	 0.60533	 0.60083	 0.60242	 0.58659	 0.58043	 0.59348	 0.57297	 0.57717	 0.58188	 0.57904	 0.57598	 0.58760	 0.58557	 0.58958	 0.59652	 0.60112	 0.60665	 0.61784	 0.62300	 0.63201	 0.64241	 0.65178	 0.66454	 0.68728	 0.68420	 0.69871	 0.70789	 0.73662	 0.75250	 0.77421	 0.80139	 0.82690	 0.84156	 0.86974	 0.89133	 0.92086	 0.94800	 0.96454	 0.98547	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02849	-0.02792	-0.04330	-0.08574	-0.11304	-0.13163	-0.14079	-0.13118	-0.12858	-0.11813	-0.10365	-0.09312	-0.07181	-0.04984	-0.04386	-0.06448	-0.03782	-0.02831	-0.03810	-0.04051	-0.04293	-0.05093	-0.06601	-0.05957	-0.06403	-0.08823	-0.07920	-0.08225	-0.08188	-0.08040	-0.09106	-0.09347	-0.09621	-0.09379	-0.09553	-0.09251	-0.09002	-0.11835	-0.14891	-0.13718	-0.14330	-0.15250	-0.17620	-0.18540	-0.19141	-0.18984	-0.18405	-0.17620	-0.16540	-0.16631	-0.16518	-0.15949	-0.15026	-0.13642	-0.11591	-0.10271	-0.08848	-0.07608	-0.07054	-0.07410	
       4	  -7.002	     NaN	     NaN	     NaN	0.106365	 -0.2415	     NaN	     NaN	   81.00	   0.000	4.975E+5	   0.042	  128.57	   14.65	    55.1	 1022.96	   24.14	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98374	 0.97540	 0.93899	 0.90994	 0.88364	 0.84948	 0.85768	 0.80519	 0.77995	 0.73760	 0.71165	 0.69794	 0.67527	 0.67655	 0.66906	 0.63345	 0.65374	 0.63082	 0.62719	 0.62966	 0.61379	 0.60795	 0.62086	 0.59826	 0.60195	 0.60585	 0.60310	 0.60007	 0.61239	 0.60933	 0.61355	 0.62023	 0.62608	 0.63097	 0.64064	 0.64509	 0.65434	 0.66464	 0.67366	 0.68623	 0.70801	 0.70446	 0.71974	 0.73030	 0.75778	 0.77399	 0.79530	 0.82249	 0.84468	 0.85792	 0.88471	 0.90526	 0.93543	 0.95962	 0.97385	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02610	-0.02586	-0.03584	-0.07082	-0.09759	-0.11678	-0.12923	-0.12160	-0.11948	-0.10810	-0.09344	-0.08394	-0.06493	-0.04696	-0.04205	-0.06214	-0.03915	-0.02998	-0.03932	-0.04151	-0.04369	-0.05131	-0.06602	-0.05892	-0.06264	-0.08642	-0.07679	-0.07971	-0.07870	-0.07639	-0.08650	-0.08824	-0.09011	-0.08746	-0.08909	-0.08651	-0.08414	-0.11304	-0.14234	-0.12945	-0.13422	-0.14221	-0.16506	-0.17374	-0.18001	-0.17862	-0.17343	-0.16612	-0.15612	-0.15709	-0.15681	-0.15195	-0.14370	-0.13106	-0.11147	-0.09933	-0.08628	-0.07461	-0.06978	-0.07369	
       5	  -5.998	     NaN	     NaN	     NaN	0.096262	 -0.2211	     NaN	     NaN	   78.67	   0.000	4.987E+5	   0.042	  129.19	   14.68	    55.3	 1022.96	   24.14	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98549	 0.95200	 0.92191	 0.89732	 0.86166	 0.87060	 0.81994	 0.79831	 0.75893	 0.73346	 0.72088	 0.69859	 0.69978	 0.69253	 0.65596	 0.67575	 0.65079	 0.64643	 0.65120	 0.63689	 0.63105	 0.64528	 0.62428	 0.62879	 0.63322	 0.63017	 0.62651	 0.63868	 0.63583	 0.64019	 0.64621	 0.65296	 0.65787	 0.66901	 0.67339	 0.68192	 0.69319	 0.70302	 0.71529	 0.73767	 0.73350	 0.74699	 0.75562	 0.78218	 0.79758	 0.81737	 0.84364	 0.86607	 0.87803	 0.90257	 0.92105	 0.94715	 0.96794	 0.97714	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02380	-0.02385	-0.03138	-0.05739	-0.07769	-0.09803	-0.11138	-0.10709	-0.10589	-0.09611	-0.08269	-0.07457	-0.05684	-0.04361	-0.03987	-0.05898	-0.03974	-0.03061	-0.04002	-0.04202	-0.04401	-0.05135	-0.06555	-0.05806	-0.06148	-0.08461	-0.07437	-0.07668	-0.07531	-0.07278	-0.08200	-0.08298	-0.08454	-0.08160	-0.08331	-0.08101	-0.07956	-0.10853	-0.13668	-0.12204	-0.12514	-0.13164	-0.15332	-0.16132	-0.16744	-0.16621	-0.16148	-0.15464	-0.14534	-0.14705	-0.14697	-0.14280	-0.13543	-0.12395	-0.10540	-0.09460	-0.08256	-0.07196	-0.06777	-0.07251	
       6	  -4.997	     NaN	     NaN	     NaN	0.084057	 -0.2017	     NaN	     NaN	   80.94	   0.000	5.000E+5	   0.043	  129.86	   14.72	    55.6	 1022.96	   24.13	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.96509	 0.93926	 0.91555	 0.88407	 0.89313	 0.84058	 0.81723	 0.78154	 0.75774	 0.74405	 0.72300	 0.72483	 0.71789	 0.68099	 0.70226	 0.67942	 0.67527	 0.67929	 0.66506	 0.65914	 0.67379	 0.65298	 0.65852	 0.66361	 0.66277	 0.66004	 0.67149	 0.66833	 0.67414	 0.68106	 0.68712	 0.69297	 0.70395	 0.70973	 0.71899	 0.73016	 0.73901	 0.75059	 0.77339	 0.77066	 0.78383	 0.79292	 0.82004	 0.83448	 0.85114	 0.87287	 0.89324	 0.90549	 0.92749	 0.94282	 0.96161	 0.97800	 0.98427	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02244	-0.02284	-0.02882	-0.04894	-0.06777	-0.08426	-0.09604	-0.09213	-0.09445	-0.08583	-0.07475	-0.06721	-0.05136	-0.04114	-0.03811	-0.05712	-0.04136	-0.03240	-0.04173	-0.04348	-0.04523	-0.05217	-0.06610	-0.05791	-0.06106	-0.08359	-0.07318	-0.07519	-0.07314	-0.07018	-0.07904	-0.07958	-0.08052	-0.07721	-0.07866	-0.07644	-0.07511	-0.10480	-0.13127	-0.11570	-0.11722	-0.12263	-0.14317	-0.15123	-0.15635	-0.15534	-0.15099	-0.14483	-0.13577	-0.13816	-0.13863	-0.13540	-0.12866	-0.11794	-0.10095	-0.09097	-0.07977	-0.07004	-0.06697	-0.07207	
       7	  -4.003	     NaN	     NaN	     NaN	0.074245	 -0.1745	     NaN	     NaN	   78.88	   0.000	5.012E+5	   0.043	  130.48	   14.75	    55.9	 1022.97	   24.12	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.97780	 0.95593	 0.93496	 0.90438	 0.91339	 0.86440	 0.84268	 0.80548	 0.77999	 0.76577	 0.74423	 0.74495	 0.73684	 0.69935	 0.72041	 0.69631	 0.69296	 0.69706	 0.68304	 0.67809	 0.69391	 0.67508	 0.68160	 0.68722	 0.68710	 0.68656	 0.70082	 0.69963	 0.70626	 0.71466	 0.72271	 0.72843	 0.73908	 0.74494	 0.75436	 0.76576	 0.77499	 0.78713	 0.80925	 0.80586	 0.81819	 0.82794	 0.85131	 0.86374	 0.87815	 0.89903	 0.91709	 0.92531	 0.94268	 0.95356	 0.96828	 0.98116	 0.98624	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02360	-0.02450	-0.02970	-0.04500	-0.06029	-0.07628	-0.08930	-0.08540	-0.08722	-0.07881	-0.06746	-0.06264	-0.04871	-0.04159	-0.03848	-0.05678	-0.04572	-0.03670	-0.04615	-0.04792	-0.04970	-0.05646	-0.06983	-0.06161	-0.06414	-0.08626	-0.07537	-0.07701	-0.07478	-0.07131	-0.07942	-0.07944	-0.08005	-0.07647	-0.07776	-0.07590	-0.07502	-0.10494	-0.12873	-0.11123	-0.11103	-0.11505	-0.13448	-0.14160	-0.14661	-0.14585	-0.14163	-0.13583	-0.12749	-0.13018	-0.13115	-0.12870	-0.12290	-0.11335	-0.09740	-0.08871	-0.07873	-0.07027	-0.06815	-0.07388	
       8	  -3.006	     NaN	     NaN	     NaN	0.064858	 -0.1380	     NaN	     NaN	   81.46	   0.000	5.024E+5	   0.043	  131.08	   14.79	    56.2	 1022.98	   24.12	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99082	 0.97473	 0.95570	 0.92631	 0.93820	 0.89030	 0.86947	 0.83314	 0.80942	 0.79389	 0.77201	 0.77260	 0.76564	 0.72810	 0.74906	 0.72486	 0.72049	 0.72286	 0.70800	 0.70302	 0.71764	 0.69741	 0.70197	 0.70698	 0.70539	 0.70251	 0.71466	 0.71250	 0.71794	 0.72504	 0.73261	 0.73841	 0.75004	 0.75608	 0.76607	 0.77854	 0.78854	 0.80031	 0.82330	 0.82007	 0.83295	 0.84265	 0.86833	 0.88165	 0.89817	 0.91882	 0.93698	 0.94537	 0.96071	 0.97007	 0.98249	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01988	-0.02099	-0.02559	-0.03486	-0.04729	-0.06179	-0.07332	-0.07120	-0.07314	-0.06567	-0.05603	-0.05252	-0.04120	-0.03609	-0.03288	-0.05032	-0.04444	-0.03598	-0.04550	-0.04751	-0.04953	-0.05623	-0.06906	-0.06067	-0.06325	-0.08493	-0.07366	-0.07498	-0.07234	-0.06847	-0.07612	-0.07561	-0.07548	-0.07152	-0.07245	-0.07045	-0.06921	-0.09855	-0.11895	-0.09915	-0.09802	-0.10051	-0.11887	-0.12489	-0.12954	-0.12887	-0.12496	-0.11962	-0.11198	-0.11467	-0.11625	-0.11458	-0.11011	-0.10155	-0.08689	-0.07963	-0.07090	-0.06384	-0.06265	-0.06950	
       9	  -1.998	     NaN	     NaN	     NaN	0.058031	 -0.0767	     NaN	     NaN	   78.57	   0.000	5.034E+5	   0.043	  131.60	   14.82	    56.4	 1022.95	   24.10	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.97869	 0.95309	 0.96578	 0.91803	 0.89751	 0.85934	 0.83430	 0.81886	 0.79777	 0.79806	 0.78983	 0.75230	 0.77213	 0.74686	 0.74275	 0.74586	 0.73071	 0.72477	 0.73857	 0.71798	 0.72316	 0.72732	 0.72574	 0.72398	 0.73782	 0.73454	 0.73870	 0.74568	 0.75274	 0.75715	 0.76732	 0.77342	 0.78275	 0.79426	 0.80301	 0.81530	 0.83822	 0.83507	 0.84730	 0.85599	 0.87647	 0.88797	 0.90299	 0.92228	 0.93857	 0.94490	 0.96071	 0.97101	 0.98293	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02102	-0.02209	-0.02630	-0.03065	-0.03989	-0.05221	-0.06515	-0.06409	-0.06673	-0.05924	-0.05070	-0.04775	-0.03742	-0.03370	-0.03037	-0.04664	-0.04805	-0.04038	-0.05052	-0.05324	-0.05597	-0.06268	-0.07608	-0.06745	-0.07003	-0.09159	-0.08003	-0.08094	-0.07765	-0.07369	-0.08095	-0.07973	-0.07901	-0.07428	-0.07479	-0.07213	-0.07066	-0.09914	-0.11277	-0.09037	-0.08645	-0.08683	-0.10329	-0.10802	-0.11199	-0.11133	-0.10758	-0.10281	-0.09626	-0.09871	-0.10107	-0.10030	-0.09684	-0.08964	-0.07659	-0.07112	-0.06430	-0.05866	-0.05886	-0.06724	
