   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16	 Cpwu_01	 Cpwu_02	 Cpwu_03	 Cpwu_04	 Cpwu_05	 Cpwu_06	 Cpwu_07	 Cpwu_08	 Cpwu_09	 Cpwu_10	 Cpwu_11	 Cpwu_12	 Cpwu_13	 Cpwu_14	 Cpwu_15	 Cpwu_16	 Cpwu_17	 Cpwu_18	 Cpwu_19	 Cpwu_20	 Cpwu_21	 Cpwu_22	 Cpwl_01	 Cpwl_02	 Cpwl_03	 Cpwl_04	 Cpwl_05	 Cpwl_06	 Cpwl_07	 Cpwl_08	 Cpwl_09	 Cpwl_10	 Cpwl_11	 Cpwl_12	 Cpwl_13	 Cpwl_14	 Cpwl_15	 Cpwl_16	 Cpwl_17	 Cpwl_18	 Cpwl_19	 Cpwl_20	 Cpwl_21	 Cpwl_22
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00	    0.00	  178.00	  333.00	  468.00	  585.00	  685.00	  775.00	  851.00	  918.00	  975.00	 1025.00	 1070.00	 1120.00	 1177.00	 1244.00	 1320.00	 1410.00	 1510.00	 1627.00	 1762.00	 1917.00	 2095.00
       1	 -10.001	     NaN	     NaN	     NaN	0.146833	 -0.2939	     NaN	     NaN	   81.13	   0.000	5.108E+5	   0.043	  134.31	   14.93	    57.5	 1025.58	   23.38	 1.00000	 1.00000	 1.00000	 1.00000	 0.98585	 0.96982	 0.95256	 0.92394	 0.88551	 0.84083	 0.81430	 0.78784	 0.77188	 0.73605	 0.70903	 0.67870	 0.65509	 0.62942	 0.61215	 0.60532	 0.59570	 0.57871	 0.57980	 0.56198	 0.56032	 0.55627	 0.54667	 0.54273	 0.54330	 0.53749	 0.53564	 0.53386	 0.53490	 0.53399	 0.53555	 0.53825	 0.54169	 0.54300	 0.54672	 0.55280	 0.56114	 0.56556	 0.57116	 0.58007	 0.59058	 0.59933	 0.61304	 0.61876	 0.62868	 0.63972	 0.66547	 0.68468	 0.70850	 0.73581	 0.75928	 0.78047	 0.81204	 0.83331	 0.87317	 0.91122	 0.93741	 0.95953	 0.97557	 0.99062	 1.00000	 1.00000	 1.00000	-0.04374	-0.03931	-0.06187	-0.12011	-0.15341	-0.17388	-0.18212	-0.17180	-0.16408	-0.15312	-0.13688	-0.12264	-0.09493	-0.06281	-0.05607	-0.07414	-0.03794	-0.02863	-0.04417	-0.04619	-0.04820	-0.05335	-0.06464	-0.06568	-0.07154	-0.09655	-0.09142	-0.09275	-0.09292	-0.09550	-0.10680	-0.10906	-0.11172	-0.11355	-0.11439	-0.10993	-0.10501	-0.13177	-0.16702	-0.15492	-0.16740	-0.18191	-0.20367	-0.21653	-0.21956	-0.21732	-0.21248	-0.20310	-0.19330	-0.19182	-0.18760	-0.17960	-0.16790	-0.15144	-0.13200	-0.11539	-0.09793	-0.08369	-0.07807	-0.07791	
       2	  -9.004	     NaN	     NaN	     NaN	0.126640	 -0.2722	     NaN	     NaN	   78.73	   0.000	4.796E+5	   0.041	  118.40	   14.02	    50.7	 1025.57	   23.38	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98233	 0.96834	 0.94568	 0.91068	 0.87027	 0.84607	 0.81968	 0.80334	 0.76689	 0.73839	 0.70675	 0.68099	 0.65487	 0.63776	 0.63040	 0.62064	 0.60164	 0.60354	 0.58462	 0.58187	 0.57932	 0.57080	 0.56716	 0.56910	 0.56355	 0.56310	 0.56200	 0.56384	 0.56265	 0.56693	 0.56945	 0.57555	 0.57725	 0.58383	 0.59047	 0.59996	 0.60556	 0.61160	 0.62129	 0.63228	 0.64082	 0.65632	 0.66241	 0.67130	 0.68163	 0.70740	 0.72637	 0.75088	 0.77688	 0.80170	 0.82485	 0.85349	 0.87460	 0.91166	 0.94430	 0.96293	 0.98176	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.03773	-0.03338	-0.04975	-0.09921	-0.13106	-0.15065	-0.16087	-0.14899	-0.14388	-0.13188	-0.11695	-0.10230	-0.07722	-0.05060	-0.05035	-0.06883	-0.03716	-0.02789	-0.04306	-0.04515	-0.04723	-0.05192	-0.06312	-0.06310	-0.06868	-0.09257	-0.08685	-0.08788	-0.08757	-0.08952	-0.10000	-0.10136	-0.10334	-0.10462	-0.10558	-0.10145	-0.09739	-0.12557	-0.15897	-0.14425	-0.15483	-0.16779	-0.18815	-0.20063	-0.20383	-0.20230	-0.19792	-0.18914	-0.17978	-0.17927	-0.17557	-0.16823	-0.15790	-0.14283	-0.12424	-0.10895	-0.09249	-0.07935	-0.07490	-0.07526	
       3	  -8.003	     NaN	     NaN	     NaN	0.118780	 -0.2564	     NaN	     NaN	   81.08	   0.000	5.064E+5	   0.043	  131.98	   14.80	    56.5	 1025.56	   23.37	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98460	 0.96416	 0.93217	 0.89299	 0.86958	 0.84193	 0.82473	 0.78933	 0.76161	 0.72846	 0.70004	 0.67333	 0.65749	 0.65024	 0.64160	 0.62347	 0.62440	 0.60677	 0.60257	 0.59798	 0.58698	 0.58170	 0.58180	 0.57524	 0.57385	 0.57280	 0.57333	 0.57124	 0.57331	 0.57543	 0.58045	 0.58293	 0.58881	 0.59365	 0.60184	 0.60846	 0.61447	 0.62331	 0.63420	 0.64379	 0.65920	 0.66748	 0.67691	 0.68884	 0.71508	 0.73568	 0.75999	 0.78670	 0.81270	 0.83483	 0.86292	 0.88300	 0.91789	 0.94852	 0.96757	 0.98371	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.03479	-0.03035	-0.04110	-0.08292	-0.11344	-0.13380	-0.14218	-0.13457	-0.13129	-0.12288	-0.10851	-0.09550	-0.07135	-0.05009	-0.04892	-0.06585	-0.03754	-0.02814	-0.04306	-0.04484	-0.04661	-0.05102	-0.06120	-0.06081	-0.06591	-0.08911	-0.08301	-0.08318	-0.08208	-0.08342	-0.09328	-0.09417	-0.09551	-0.09634	-0.09694	-0.09336	-0.08971	-0.11848	-0.15097	-0.13549	-0.14435	-0.15606	-0.17568	-0.18710	-0.19034	-0.18912	-0.18513	-0.17713	-0.16860	-0.16853	-0.16540	-0.15918	-0.14932	-0.13542	-0.11837	-0.10433	-0.08908	-0.07679	-0.07292	-0.07403	
       4	  -7.002	     NaN	     NaN	     NaN	0.109413	 -0.2361	     NaN	     NaN	   78.92	   0.000	4.893E+5	   0.041	  123.24	   14.30	    52.8	 1025.56	   23.36	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98628	 0.96555	 0.93518	 0.89962	 0.87843	 0.85272	 0.83942	 0.80527	 0.78025	 0.75013	 0.72168	 0.69689	 0.68156	 0.67435	 0.66689	 0.64941	 0.65188	 0.63388	 0.62942	 0.62481	 0.61528	 0.61036	 0.61132	 0.60507	 0.60525	 0.60381	 0.60405	 0.60186	 0.60534	 0.60733	 0.61363	 0.61518	 0.62176	 0.62730	 0.63708	 0.64142	 0.64694	 0.65513	 0.66471	 0.67270	 0.68689	 0.69253	 0.70094	 0.71138	 0.73549	 0.75405	 0.77691	 0.80256	 0.82686	 0.84895	 0.87790	 0.89774	 0.92874	 0.95393	 0.97074	 0.98604	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.03276	-0.02861	-0.03568	-0.06951	-0.09671	-0.11576	-0.12609	-0.12030	-0.11642	-0.10741	-0.09560	-0.08408	-0.06261	-0.04711	-0.04757	-0.06397	-0.03943	-0.03016	-0.04527	-0.04673	-0.04819	-0.05244	-0.06243	-0.06147	-0.06599	-0.08823	-0.08172	-0.08181	-0.08039	-0.08086	-0.09015	-0.09005	-0.09090	-0.09151	-0.09206	-0.08876	-0.08601	-0.11558	-0.14669	-0.12906	-0.13613	-0.14620	-0.16488	-0.17574	-0.17896	-0.17797	-0.17451	-0.16716	-0.15925	-0.15952	-0.15701	-0.15142	-0.14287	-0.12997	-0.11406	-0.10097	-0.08680	-0.07551	-0.07248	-0.07401	
       5	  -5.998	     NaN	     NaN	     NaN	0.097345	 -0.2175	     NaN	     NaN	   81.32	   0.000	4.907E+5	   0.042	  123.90	   14.34	    53.1	 1025.54	   23.36	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98093	 0.95498	 0.92361	 0.90450	 0.88006	 0.86526	 0.83161	 0.80649	 0.77676	 0.75017	 0.72584	 0.71011	 0.70435	 0.69460	 0.67489	 0.67575	 0.65776	 0.65223	 0.64823	 0.63683	 0.63342	 0.63384	 0.62606	 0.62489	 0.62415	 0.62486	 0.62157	 0.62704	 0.62967	 0.63480	 0.63685	 0.64363	 0.64916	 0.66023	 0.66716	 0.67511	 0.68593	 0.69611	 0.70566	 0.72104	 0.72825	 0.73626	 0.74709	 0.76939	 0.78706	 0.80932	 0.83462	 0.85536	 0.87462	 0.89843	 0.91407	 0.94263	 0.96422	 0.97597	 0.98840	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.03008	-0.02642	-0.03100	-0.05837	-0.08249	-0.09964	-0.11033	-0.10488	-0.10481	-0.09835	-0.08837	-0.07839	-0.05902	-0.04493	-0.04534	-0.06079	-0.04009	-0.03108	-0.04587	-0.04721	-0.04855	-0.05214	-0.06180	-0.06022	-0.06445	-0.08594	-0.07892	-0.07856	-0.07664	-0.07684	-0.08513	-0.08477	-0.08496	-0.08517	-0.08557	-0.08259	-0.07998	-0.10989	-0.13979	-0.12088	-0.12645	-0.13546	-0.15314	-0.16352	-0.16660	-0.16578	-0.16287	-0.15580	-0.14876	-0.14924	-0.14760	-0.14244	-0.13504	-0.12322	-0.10833	-0.09657	-0.08336	-0.07319	-0.07092	-0.07312	
       6	  -4.993	     NaN	     NaN	     NaN	0.084394	 -0.1961	     NaN	     NaN	   78.54	   0.000	4.919E+5	   0.042	  124.50	   14.38	    53.3	 1025.54	   23.34	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98869	 0.96796	 0.94130	 0.92454	 0.89850	 0.88672	 0.85390	 0.82976	 0.79899	 0.77281	 0.74889	 0.73334	 0.72612	 0.71709	 0.69668	 0.69839	 0.68142	 0.67746	 0.67409	 0.66426	 0.65886	 0.66034	 0.65408	 0.65384	 0.65408	 0.65617	 0.65565	 0.66188	 0.66328	 0.67098	 0.67392	 0.68123	 0.68641	 0.69665	 0.70404	 0.71159	 0.72121	 0.73201	 0.74071	 0.75670	 0.76416	 0.77113	 0.78230	 0.80577	 0.82336	 0.84486	 0.86869	 0.89010	 0.90808	 0.93016	 0.94315	 0.96367	 0.98033	 0.98819	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02871	-0.02548	-0.02852	-0.04911	-0.06967	-0.08426	-0.09668	-0.09508	-0.09542	-0.08810	-0.07902	-0.06933	-0.05279	-0.04284	-0.04381	-0.05851	-0.04160	-0.03265	-0.04741	-0.04861	-0.04980	-0.05320	-0.06261	-0.06053	-0.06430	-0.08528	-0.07775	-0.07716	-0.07479	-0.07455	-0.08225	-0.08118	-0.08098	-0.08104	-0.08129	-0.07873	-0.07672	-0.10746	-0.13509	-0.11456	-0.11846	-0.12614	-0.14271	-0.15311	-0.15530	-0.15462	-0.15204	-0.14558	-0.13915	-0.13995	-0.13881	-0.13444	-0.12783	-0.11714	-0.10334	-0.09236	-0.08050	-0.07121	-0.06976	-0.07255	
       7	  -4.003	     NaN	     NaN	     NaN	0.074455	 -0.1700	     NaN	     NaN	   81.33	   0.000	4.930E+5	   0.042	  125.06	   14.41	    53.6	 1025.54	   23.34	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.97769	 0.95395	 0.93725	 0.91482	 0.90290	 0.87044	 0.84489	 0.81525	 0.79108	 0.76830	 0.75372	 0.74694	 0.73901	 0.71966	 0.72281	 0.70750	 0.70448	 0.70085	 0.69174	 0.68773	 0.68957	 0.68335	 0.68410	 0.68418	 0.68654	 0.68650	 0.69295	 0.69542	 0.70176	 0.70450	 0.71210	 0.71725	 0.72734	 0.73390	 0.74100	 0.75139	 0.76268	 0.77173	 0.78761	 0.79503	 0.80266	 0.81430	 0.83600	 0.85113	 0.86932	 0.89023	 0.90851	 0.92393	 0.94265	 0.95478	 0.97298	 0.98632	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02751	-0.02466	-0.02741	-0.04193	-0.05859	-0.07175	-0.08410	-0.08342	-0.08325	-0.07780	-0.06986	-0.06268	-0.04811	-0.04100	-0.04190	-0.05621	-0.04343	-0.03450	-0.04955	-0.05066	-0.05177	-0.05472	-0.06379	-0.06129	-0.06459	-0.08507	-0.07736	-0.07653	-0.07368	-0.07269	-0.07980	-0.07845	-0.07781	-0.07758	-0.07765	-0.07496	-0.07305	-0.10351	-0.12912	-0.10684	-0.10958	-0.11599	-0.13142	-0.14116	-0.14310	-0.14260	-0.14028	-0.13440	-0.12824	-0.12990	-0.12913	-0.12569	-0.11999	-0.11017	-0.09761	-0.08781	-0.07722	-0.06881	-0.06838	-0.07172	
       8	  -2.999	     NaN	     NaN	     NaN	0.064998	 -0.1313	     NaN	     NaN	   78.87	   0.000	4.941E+5	   0.042	  125.60	   14.44	    53.8	 1025.55	   23.33	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99059	 0.97622	 0.96385	 0.94465	 0.93575	 0.90528	 0.88198	 0.85247	 0.82790	 0.80155	 0.78496	 0.77714	 0.76836	 0.74906	 0.75086	 0.73442	 0.72981	 0.72561	 0.71605	 0.71195	 0.71320	 0.70796	 0.70756	 0.70724	 0.70853	 0.70841	 0.71576	 0.71751	 0.72400	 0.72506	 0.73289	 0.73869	 0.74866	 0.75626	 0.76297	 0.77319	 0.78434	 0.79320	 0.80838	 0.81596	 0.82321	 0.83441	 0.85503	 0.86934	 0.88552	 0.90611	 0.92248	 0.93579	 0.95221	 0.96150	 0.97852	 0.98967	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02593	-0.02332	-0.02529	-0.03592	-0.05034	-0.06156	-0.07229	-0.07230	-0.07416	-0.06801	-0.06048	-0.05430	-0.04130	-0.03737	-0.03848	-0.05188	-0.04443	-0.03587	-0.05110	-0.05245	-0.05379	-0.05669	-0.06554	-0.06269	-0.06588	-0.08611	-0.07784	-0.07651	-0.07353	-0.07207	-0.07895	-0.07677	-0.07577	-0.07500	-0.07490	-0.07232	-0.07076	-0.10094	-0.12239	-0.09860	-0.09866	-0.10314	-0.11742	-0.12590	-0.12759	-0.12735	-0.12513	-0.11970	-0.11423	-0.11624	-0.11597	-0.11328	-0.10860	-0.10009	-0.08894	-0.08062	-0.07096	-0.06411	-0.06468	-0.06925	
       9	  -1.998	     NaN	     NaN	     NaN	0.057888	 -0.0694	     NaN	     NaN	   81.40	   0.000	4.952E+5	   0.042	  126.17	   14.47	    54.1	 1025.55	   23.32	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98326	 0.96736	 0.96031	 0.93225	 0.90931	 0.88075	 0.85377	 0.82743	 0.81065	 0.80216	 0.79168	 0.77100	 0.77172	 0.75290	 0.74747	 0.74316	 0.73218	 0.72665	 0.72656	 0.71961	 0.71907	 0.71784	 0.71945	 0.71884	 0.72443	 0.72579	 0.73201	 0.73498	 0.74393	 0.75050	 0.76166	 0.76895	 0.77519	 0.78627	 0.79701	 0.80648	 0.82237	 0.83000	 0.83724	 0.84870	 0.86931	 0.88461	 0.90083	 0.92036	 0.93527	 0.94704	 0.96190	 0.96996	 0.98291	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02603	-0.02320	-0.02516	-0.03090	-0.04129	-0.05143	-0.06324	-0.06413	-0.06589	-0.06032	-0.05343	-0.04878	-0.03735	-0.03430	-0.03464	-0.04722	-0.04725	-0.03957	-0.05514	-0.05723	-0.05932	-0.06270	-0.07154	-0.06861	-0.07169	-0.09197	-0.08327	-0.08172	-0.07801	-0.07647	-0.08283	-0.08012	-0.07813	-0.07648	-0.07613	-0.07247	-0.07002	-0.09957	-0.11383	-0.08763	-0.08572	-0.08844	-0.10089	-0.10802	-0.10886	-0.10852	-0.10661	-0.10158	-0.09750	-0.09894	-0.09931	-0.09769	-0.09427	-0.08698	-0.07723	-0.07092	-0.06321	-0.05819	-0.06013	-0.06610	
